deal_id,customer_id,salesperson_id,deal_value,current_stage,status,created_date,closed_date
D0395,C0221,U004,9847.32,prospect,OPEN,01/05/2026,
D0396,C0245,U002,"$16,480.97",Prospect,open,03-04-2026,
D0397,C0408,U013,,closed-lost,OPEN,04/06/2026,2026/05/05
D0398,C0350,U001,"$52,606.16",qualified,,23-04-2026,
D0399,C0003,U009,83881.39,proposal sent,won,2026/03/17,04/04/2026
D0400,C0390,U011,17675.54,Proposal,Won,07/04/2026,04/16/2026
D0401,C0339,U001,,prospect,lost,05/03/2026,
D0402,C0375,U001,"$14,696.81",,OPEN,2025-12-10,
D0403,C0365,U008,63881.74,negotiation ,Lost,2026-05-19,2026-06-16
D0404,C0119,U012,"$75,928.99",Won,won,2026-01-16,03/08/2026
D0405,C0108,U010,32686.0,Closed Lost,OPEN,11-05-2026,07/02/2026
D0406,C0169,U003,"$24,930.45",prospect,open,31/01/2026,
D0407,C0173,U004,67427.17,Negotiation,OPEN,06/23/2026,
D0408,C0279,U014,35876.63,proposal sent,Open,12/30/2025,
D0409,C0422,U008,62456.48,Proposal Sent,open,05-01-2026,
D0410,C0111,U010,"$36,383.95",Qualified,open,2026/03/09,
D0411,C0267,U007,"$42,856.30",closed-lost,Open,16/04/2026,06/15/2026
D0412,C0181,U005,2830.17,proposal sent,Open,07/02/2026,
D0413,C0378,U010,"$40,224.01",Prospect,,01/19/2026,
D0414,C0187,U011,7403.33,Closed Lost,open,2025-11-22,13-02-2026
D0415,C0353,U010,8260.08,,won,2026-06-09,07-09-2026
D0416,C0447,U001,"$40,356.97",Prospecting,Lost,2026/05/08,2026/06/26
D0417,C0359,U013,83435 USD,Proposal,OPEN,06/12/2025,
D0418,C0381,U010,,Proposal,won,13-05-2026,N/A
D0419,C0188,U006,"$45,478.00",Closed Lost,,2026/01/06,14/03/2026
D0420,C0313,U006,8790.28,PROSPECT,won,2025-11-24,24-01-2026
D0421,C0056,U012,14067 USD,Qualified,,2026-06-26,
D0422,C0345,U009,30449.47,Qualified,,24-12-2025,
D0423,C0011,U014,55330.11,proposal sent,closed,20-06-2026,
D0424,C0336,U012,38678.9,Lost,closed,10-05-2026,
D0425,C0131,U004,"$65,774.10",closed-lost,lost,30/11/2025,2026/01/08
D0426,C0080,U012,82762.71,,Won,03/08/2026,2026-04-03
D0427,C0021,U006,23244 USD,Qualified,,2026-06-01,
D0428,C0174,U003,82951.38,Closed Won,,2026-03-23,03/06/2026
D0429,C0389,U003,1858.57,Closed Lost,lost,15-05-2026,06-06-2026
D0430,C0238,U005,"$29,780.15",Qualified,,2025-11-23,
D0431,C0278,U002,35036.1,Negotiation,open,2026-01-24,
D0432,C0307,U011,20049.01,Proposal,closed,2026-03-19,
D0433,C0428,U008,34434.37,PROSPECT,closed,2026/01/08,N/A
D0434,C0337,U006,32364.1,closed won,OPEN,05-01-2026,03/03/2026
D0435,C0440,U009,63417.56,PROSPECT,won,11/24/2025,22/01/2026
D0436,C0369,U007,13493.88,Qualified,Open,2025/11/12,N/A
D0437,C0033,U010,35689.96,closed won,Open,2026/01/16,2026/01/19
D0438,C0382,U003,,Proposal,OPEN,02-05-2026,
D0439,C0153,U008,20247.44,,,14-12-2025,N/A
D0440,C0421,U011,,closed-lost,Open,05/15/2026,
D0441,C0387,U005,63754.73,closed-lost,Open,14-04-2026,02/07/2026
D0442,C0351,U014,"$62,701.93",Prospecting,lost,2026/05/11,N/A
D0443,C0161,U008,5916.18,Qualified,lost,14-03-2026,
D0444,C0147,U009,17683.54,PROSPECT,closed,2026/06/03,
D0445,C0274,U006,58734.55,negotiation ,Won,2026/02/06,03/15/2026
D0446,C0007,U003,66530.46,Lost,Won,03/24/2026,05/13/2026
D0447,C0253,U004,52721.27,Proposal,closed,2026/01/02,
D0448,C0355,U013,"$77,988.60",Prospecting,Lost,2026-04-16,16-06-2026
D0449,C0349,U006,75792.15,Qualified,,23-04-2026,
D0450,C0153,U001,"$73,044.07",Prospecting,won,04/09/2026,2026-04-28
D0451,C0214,U012,3070.34,Prospecting,Open,12/05/2025,
D0452,C0401,U011,40668.38,Lost,open,,
D0453,C0006,U013,78328 USD,Prospecting,Open,01/04/2026,
D0454,C0014,U002,30544 USD,Qualified,Won,2026/06/12,2026/08/28
D0455,C0034,U002,19619 USD,Prospect,closed,2026/04/05,
D0456,C0367,U002,72583.28,Proposal,closed,01/29/2026,
D0457,C0053,U003,19392 USD,Closed Won,Lost,08-05-2026,2026-07-04
D0458,C0262,U003,"$48,020.53",closed-lost,lost,2026-04-14,23/05/2026
D0459,C0303,U012,20360.43,Negotiation,,10/02/2026,
D0460,C0035,U014,2567.62,closed-lost,lost,19/02/2026,2026-03-16
D0461,C0060,U003,83127.17,closed won,Lost,02/15/2026,N/A
D0462,C0099,U006,20944.61,Proposal,Lost,2026/01/25,12/02/2026
D0463,C0180,U008,24787.37,closed won,,22-02-2026,05/01/2026
D0464,C0317,U003,63106.16,Prospect,Open,2026-01-09,N/A
D0465,C0193,U010,26779.84,negotiation ,OPEN,2026/06/20,
D0466,C0400,U008,43074.57,Proposal,Won,2026/03/07,2026-06-02
D0467,C0217,U002,72715.0,closed won,,,06-06-2026
D0468,C0445,U012,37461.87,qualified,,2026-06-13,
D0469,C0247,U011,49279.55,,closed,2025/12/26,
D0470,C0132,U008,"$28,260.31",closed won,lost,,13-05-2026
D0471,C0409,U012,9628.73,Prospect,lost,21-11-2025,N/A
D0472,C0123,U004,8592.64,proposal sent,Won,2026-01-13,2026-04-01
D0473,C0271,U006,56423.61,prospect,,07/05/2026,
D0474,C0352,U008,49124.52,Prospect,lost,25/05/2026,07/15/2026
D0475,C0170,U008,52838.13,Lost,lost,04/04/2026,2026-04-28
D0476,C0424,U014,,,won,11/19/2025,2025-12-28
D0477,C0363,U014,7117.03,Prospecting,lost,12/28/2025,2026-02-03
D0478,C0329,U014,68644.58,Negotiation,closed,11/23/2025,
D0479,C0126,U010,57575.28,Lost,,2026/03/20,
D0480,C0291,U008,23872.65,Proposal,,21/11/2025,N/A
D0481,C0368,U011,18254.11,prospect,closed,09-01-2026,
D0482,C0208,U006,,PROSPECT,won,2026/06/14,08/08/2026
D0483,C0057,U003,22006.48,Proposal,open,2026/05/16,N/A
D0484,C0214,U011,"$24,271.45",prospect,won,03-11-2025,11/26/2025
D0485,C0325,U014,"$66,816.52",prospect,,19-06-2026,
D0486,C0436,U002,"$56,395.46",Won,lost,04/14/2026,2026/07/11
D0487,C0372,U009,56962.13,Prospecting,closed,2026/06/15,
D0488,C0445,U002,66061.44,proposal sent,Open,03/12/2025,
D0489,C0376,U004,10419 USD,Won,won,01/03/2026,2026/03/22
D0490,C0028,U008,27926.91,,lost,16-04-2026,05/03/2026
D0491,C0183,U008,55390.7,Closed Won,Won,,2026-04-19
D0492,C0349,U013,33621.63,proposal sent,Won,2026-03-10,05/22/2026
D0493,C0433,U008,78946.87,closed won,open,11/30/2025,01/22/2026
D0494,C0221,U011,"$24,382.05",negotiation ,Lost,03/11/2025,10/11/2025
D0495,C0424,U006,70337.47,Won,Open,16-12-2025,
D0496,C0369,U014,59550.04,,lost,05/21/2026,07/21/2026
D0497,C0002,U007,"$49,580.08",Proposal,Won,11/02/2025,15/12/2025
D0498,C0400,U006,23266.77,Closed Lost,,11-02-2026,03/03/2026
D0499,C0186,U003,20244.68,closed won,Lost,2026/03/10,2026-05-25
D0500,C0232,U004,5656.88,Proposal Sent,OPEN,01/23/2026,
D0501,C0186,U003,61501.72,Prospecting,open,30/06/2026,
D0502,C0249,U002,80495.37,proposal sent,won,10/04/2026,07/05/2026
D0503,C0432,U004,17312 USD,Proposal,Won,2026-06-12,09-09-2026
D0504,C0118,U010,50172.41,Closed Lost,won,01/07/2026,20-08-2026
D0505,C0350,U007,,Proposal,Lost,2026-06-18,N/A
D0506,C0118,U008,22680.35,Closed Won,open,16/04/2026,04/19/2026
D0507,C0449,U009,23234.35,prospect,OPEN,10/11/2025,
D0508,C0160,U012,23243.9,Lost,Lost,17/02/2026,10-03-2026
D0509,C0378,U006,52679.79,Won,Won,11-12-2025,01/16/2026
D0510,C0159,U012,72728.31,closed-lost,OPEN,2026-06-14,2026-08-27
D0511,C0115,U003,23228.7,prospect,,05/05/2026,
D0512,C0180,U012,"$39,722.94",,,06/08/2026,
D0513,C0047,U004,71218.63,Negotiation,OPEN,2025/12/13,
D0514,C0295,U004,65532 USD,Prospect,closed,01/28/2026,
D0515,C0342,U002,25237.48,negotiation ,open,02-12-2025,
D0516,C0053,U014,3911.02,negotiation ,OPEN,25/01/2026,
D0517,C0135,U010,56290.43,Prospect,lost,2025/11/12,2025-11-20
D0518,C0405,U011,63607.3,Negotiation,lost,2026-03-01,03/11/2026
D0519,C0120,U013,72671 USD,closed won,Open,12-12-2025,12/17/2025
D0520,C0060,U005,76961.81,closed-lost,Lost,2026-06-24,2026/08/05
D0521,C0100,U008,23918.03,Closed Lost,Lost,21/01/2026,2026/03/25
D0522,C0093,U007,4876.58,Won,Open,04/14/2026,
D0523,C0361,U003,"$55,543.32",closed-lost,closed,2026-05-21,12/08/2026
D0524,C0151,U003,,Qualified,Won,,N/A
D0525,C0023,U009,"$36,980.28",Prospecting,closed,2026/05/28,
D0526,C0179,U005,2858.44,PROSPECT,closed,01/10/2026,
D0527,C0023,U002,50531.9,Won,Won,2026/02/26,10-04-2026
D0528,C0439,U013,8031.41,qualified,won,2026-01-03,2026-01-29
D0529,C0003,U007,15839.9,Prospecting,open,2025/11/01,
D0530,C0153,U010,"$8,817.53",Closed Won,Lost,2026-04-03,05/14/2026
D0531,C0433,U001,55660.04,Proposal,,2026/02/04,
D0532,C0152,U013,"$36,726.92",Closed Lost,OPEN,13/06/2026,15/08/2026
D0533,C0010,U014,26118.42,Closed Lost,won,14-06-2026,
D0534,C0318,U014,63046.04,Won,Lost,21-06-2026,
D0535,C0202,U008,"$20,864.13",Lost,,,
D0536,C0279,U002,11264.55,Proposal Sent,Lost,05/06/2026,2026-08-07
D0537,C0080,U005,30211 USD,Proposal,,16-06-2026,N/A
D0538,C0430,U014,61870.08,Closed Lost,OPEN,05-06-2026,07/15/2026
D0539,C0314,U004,"$57,199.21",Negotiation,Open,2026/05/26,
D0540,C0401,U007,"$18,987.65",closed-lost,Won,,17-12-2025
D0541,C0342,U003,"$4,169.50",qualified,closed,2025/11/01,
D0542,C0283,U004,67037.96,closed-lost,Won,2026/02/20,04/07/2026
D0543,C0430,U012,60484.81,Lost,Open,12/01/2026,N/A
D0544,C0382,U002,"$70,271.45",Prospecting,Open,2025-11-26,
D0545,C0183,U003,65124.05,Negotiation,,01/24/2026,
D0546,C0169,U014,72357.69,Qualified,Open,2026-04-25,
D0547,C0409,U008,,negotiation ,Won,06/02/2026,04/14/2026
D0548,C0075,U013,13022.53,Lost,Lost,02/11/2025,2025/12/04
D0549,C0401,U011,"$13,656.29",Closed Won,open,2026-02-13,13-04-2026
D0550,C0203,U013,"$34,337.73",qualified,Lost,12/18/2025,2025-12-28
D0551,C0319,U012,35067.24,Lost,Won,09-03-2026,04-05-2026
D0552,C0174,U001,"$52,468.49",Proposal Sent,closed,06/07/2026,
D0553,C0315,U013,35276 USD,Closed Lost,lost,2026-02-08,05/05/2026
D0554,C0367,U012,,Qualified,closed,2026/06/10,
D0555,C0172,U013,3828.92,qualified,open,11/02/2025,
D0556,C0153,U012,"$10,721.90",Won,closed,2026/05/06,
D0557,C0024,U013,26379.75,Prospecting,,12/31/2025,
D0558,C0293,U010,26483.33,,won,2026/02/23,11/04/2026
D0559,C0262,U012,28875.22,proposal sent,Open,30-01-2026,
D0560,C0073,U012,9202.76,Won,Lost,01/28/2026,10-02-2026
D0561,C0342,U009,66531.86,closed won,closed,05/06/2026,13/08/2026
D0562,C0370,U007,43733.12,qualified,OPEN,2026/03/11,
D0563,C0059,U012,41025.19,Proposal,,05-01-2026,N/A
D0564,C0059,U010,11592.35,Won,Open,,
D0565,C0188,U005,42074.78,Closed Won,Won,2026/04/09,19-05-2026
D0566,C0448,U005,69896.94,Proposal,OPEN,15-02-2026,
D0567,C0022,U007,39273.26,closed-lost,Won,2025/12/04,02/17/2026
D0568,C0254,U011,38997.74,Closed Lost,,2026/05/01,28/07/2026
D0569,C0196,U004,5325.95,closed won,lost,01-11-2025,01/12/2026
D0570,C0358,U001,55370.83,Negotiation,closed,2026/06/03,
D0571,C0383,U001,"$43,470.34",Lost,won,2026/04/22,2026-06-24
D0572,C0138,U013,38593.16,Proposal,won,27/11/2025,12/02/2026
D0573,C0435,U001,36147.19,negotiation ,Lost,08-01-2026,2026-02-03
D0574,C0273,U003,16752.86,Negotiation,OPEN,03/12/2025,
D0575,C0030,U010,"$3,768.79",negotiation ,OPEN,11-02-2026,
D0576,C0450,U006,5832 USD,Proposal Sent,Lost,01/20/2026,2026/02/07
D0577,C0195,U002,28081.09,Proposal Sent,open,N/A,
D0578,C0320,U004,81950.14,Prospect,Won,2026/04/11,06/23/2026
D0579,C0153,U010,8506.35,Won,,06/19/2026,
D0580,C0084,U013,81043.15,proposal sent,closed,2026-06-22,
D0581,C0233,U014,1545.33,Negotiation,OPEN,2026/06/27,
D0582,C0344,U007,,Closed Won,won,2025/11/29,14-02-2026
D0583,C0045,U007,62043.66,Prospecting,OPEN,02/27/2026,
D0584,C0405,U006,24296.6,negotiation ,Won,03/01/2026,2026/04/30
D0585,C0166,U001,"$52,333.69",Qualified,open,,
D0586,C0280,U012,8275.92,closed-lost,Lost,2025/12/01,
D0587,C0420,U014,82665.26,Closed Lost,Open,02/05/2026,2026-06-19
D0588,C0062,U008,2281.84,Closed Won,won,09-05-2026,2026/07/07
D0589,C0316,U005,"$82,269.26",proposal sent,won,2026/02/05,04/12/2026
D0590,C0414,U011,49020.04,closed won,Open,2026/04/26,2026/06/03
D0591,C0285,U003,"$63,788.78",PROSPECT,OPEN,04/30/2026,
D0592,C0369,U013,3430.31,Proposal Sent,won,2026/05/20,2026/08/17
D0593,C0445,U008,57703.83,Prospect,Lost,02-12-2025,25/02/2026
D0594,C0138,U002,42880.49,Lost,,,
D0595,C0024,U005,"$38,979.94",Won,closed,2026-05-12,
D0596,C0408,U001,78069 USD,proposal sent,Lost,2025-12-01,2025-12-13
D0597,C0014,U008,50976.32,Won,open,23-01-2026,
D0598,C0238,U004,70106.42,negotiation ,open,2025-11-03,
D0599,C0313,U008,"$49,841.03",Prospecting,,N/A,
D0600,C0158,U014,6677.19,PROSPECT,OPEN,N/A,
D0601,C0218,U002,,Prospecting,open,2026-05-21,
D0602,C0208,U004,33557.32,Prospect,,2026/02/13,
D0603,C0329,U011,44687.28,Prospect,,2026-03-25,
D0604,C0034,U010,,Proposal,OPEN,2025/11/02,
D0605,C0122,U003,12161.34,prospect,open,25-02-2026,
D0606,C0446,U009,40705.23,Qualified,OPEN,2026-01-08,
D0607,C0332,U011,21321.84,Qualified,open,2025-11-20,
D0608,C0098,U004,30019.59,Proposal,Open,12/02/2026,
D0609,C0167,U014,"$28,939.69",negotiation ,Won,2026-03-30,2026-05-25
D0610,C0323,U004,53597 USD,proposal sent,,27-04-2026,
D0611,C0190,U004,"$31,795.23",closed won,OPEN,,19-12-2025
D0612,C0222,U004,,Closed Won,open,07-01-2026,13-01-2026
D0613,C0427,U009,17865 USD,proposal sent,OPEN,2025-11-28,
D0614,C0342,U003,79665.53,closed won,Open,03-01-2026,2026/02/18
D0615,C0404,U010,11394.19,Won,Open,04/20/2026,
D0616,C0191,U012,37366.6,Closed Won,lost,2026/04/11,2026/06/29
D0617,C0148,U013,5947.12,Qualified,lost,2026/02/12,18/03/2026
D0618,C0105,U012,67548.27,PROSPECT,,23/02/2026,
D0619,C0326,U013,44828 USD,Lost,lost,2026/05/10,15/07/2026
D0620,C0238,U005,19830 USD,closed won,open,25/11/2025,24/12/2025
D0621,C0448,U007,"$47,471.09",qualified,lost,27/04/2026,06/01/2026
D0622,C0294,U001,29587.23,Closed Lost,closed,29-03-2026,19-06-2026
D0623,C0137,U007,,Prospect,OPEN,N/A,N/A
D0624,C0148,U014,"$47,145.43",Lost,closed,05/27/2026,
D0625,C0036,U006,18226 USD,prospect,closed,02-04-2026,
D0626,C0389,U011,84832.64,Proposal Sent,won,2025/12/06,2026-02-24
D0627,C0390,U005,80475.55,Negotiation,lost,2025-11-29,2026/01/22
D0628,C0385,U003,61899 USD,closed won,won,2026/02/06,10/03/2026
D0629,C0365,U014,27642 USD,Closed Lost,lost,06/01/2026,19/01/2026
D0630,C0430,U009,"$49,721.96",Prospect,lost,2025-12-17,06-01-2026
D0631,C0171,U004,64344.29,Won,Lost,06-12-2025,2026-03-06
D0632,C0286,U013,14333.22,prospect,OPEN,2025/11/04,N/A
D0633,C0289,U014,"$80,715.84",closed won,Lost,19/12/2025,2026/01/17
D0634,C0227,U011,15813.88,Negotiation,Open,2026/05/29,
D0635,C0093,U004,,PROSPECT,Lost,01/02/2026,N/A
D0636,C0261,U001,34157.29,qualified,lost,08/03/2026,2026-05-02
D0637,C0197,U014,74182.5,Proposal,OPEN,19/04/2026,
D0638,C0290,U005,61350.47,Proposal,closed,06/27/2026,
D0639,C0416,U007,28962.44,proposal sent,closed,24/12/2025,
D0640,C0373,U002,30456.28,Negotiation,,12/02/2026,
D0641,C0409,U014,16494.77,qualified,Lost,15/11/2025,12/19/2025
D0642,C0353,U010,21514.55,Prospecting,Lost,2026/02/12,2026-02-20
D0643,C0353,U012,35841.73,Proposal,,13-11-2025,
D0644,C0052,U009,15264 USD,negotiation ,Lost,,
D0645,C0323,U012,63787.45,Closed Lost,Lost,2026-01-28,03/15/2026
D0646,C0165,U011,7197.8,Closed Lost,,18/06/2026,19-08-2026
D0647,C0424,U003,52184 USD,qualified,open,22/04/2026,
D0648,C0339,U013,38295 USD,Prospect,Won,2025/12/30,2026-01-21
D0649,C0422,U011,34116.64,Lost,Open,N/A,
D0650,C0391,U007,77381 USD,Proposal,won,,
D0651,C0008,U006,19917.42,Proposal,Open,10/31/2025,
D0652,C0022,U007,69604.63,Lost,Open,2026/04/10,
D0653,C0273,U007,"$20,906.08",Won,Open,2026-01-17,
D0654,C0159,U001,19878.03,closed won,won,2026/01/08,2026-03-10
D0655,C0446,U004,43214.6,Won,Won,2026/01/07,2026-03-27
D0656,C0303,U006,16140.14,closed won,OPEN,28/03/2026,N/A
D0657,C0009,U010,54989 USD,Closed Lost,Lost,2026-02-13,2026/04/22
D0658,C0384,U002,64730.02,Negotiation,won,N/A,26-02-2026
D0659,C0101,U003,4665.21,closed won,won,28/02/2026,24-05-2026
D0660,C0067,U005,44992.88,negotiation ,open,20-01-2026,
D0661,C0115,U014,"$18,685.76",negotiation ,lost,11/27/2025,12/31/2025
D0662,C0307,U014,16826.05,closed won,closed,N/A,05/26/2026
D0663,C0026,U011,9161.91,Qualified,won,04/15/2026,2026-05-04
D0664,C0215,U012,61760 USD,Closed Lost,Won,05/07/2026,2026/05/31
D0665,C0226,U011,8181.33,Proposal,Won,12/02/2025,04/02/2026
D0666,C0254,U010,69936.92,Won,OPEN,,
D0667,C0431,U002,14258.69,Negotiation,closed,16/05/2026,
D0668,C0143,U007,"$7,506.96",,,04/30/2026,N/A
D0669,C0003,U001,35280.36,Lost,lost,23-03-2026,27-05-2026
D0670,C0324,U010,"$84,371.45",PROSPECT,Lost,03/27/2026,03/04/2026
D0671,C0128,U013,54520.81,Closed Won,closed,N/A,03/03/2026
D0672,C0372,U004,4381.38,proposal sent,,2026-01-06,
D0673,C0326,U003,"$80,346.15",Proposal Sent,,2026/03/22,N/A
D0674,C0424,U003,65876.18,Prospect,Open,21/11/2025,
D0675,C0041,U009,,Proposal,Lost,2025/11/26,20/12/2025
D0676,C0296,U005,10624.38,Won,Open,04/02/2026,
D0677,C0105,U012,83916.63,closed won,Won,,N/A
D0678,C0352,U007,25576.41,Lost,Lost,11/10/2025,02/04/2026
D0679,C0245,U003,39130.18,Lost,Open,2026-06-24,
D0680,C0409,U013,38300.99,Proposal,Won,06/03/2026,N/A
D0681,C0043,U007,30069.69,Prospecting,Won,2026-05-18,
D0682,C0134,U013,9586.29,Prospect,open,,
D0683,C0385,U005,51965.02,closed-lost,,17-02-2026,04/04/2026
D0684,C0182,U011,6279.67,closed won,Lost,2025-11-24,
D0685,C0438,U012,51759.42,closed won,OPEN,06/17/2026,2026/06/23
D0686,C0347,U011,"$56,629.07",closed-lost,closed,31-03-2026,
D0687,C0182,U014,38599.56,prospect,lost,2026/01/12,11-04-2026
D0688,C0216,U008,52199.01,Prospecting,Lost,2026/02/23,2026/04/04
D0689,C0016,U003,71001.57,closed-lost,Open,04/05/2026,14/06/2026
D0690,C0058,U008,19172.01,,won,2026-03-10,2026-04-13
D0691,C0080,U006,61551.11,closed won,Won,2025-12-07,2026/01/07
D0692,C0320,U012,74307.04,closed-lost,Open,2025/12/01,N/A
D0693,C0173,U007,69005 USD,closed won,closed,2026-02-10,09-04-2026
D0694,C0375,U010,"$49,332.06",Proposal,Open,22/04/2026,
D0695,C0001,U005,17353.12,prospect,closed,05-06-2026,
D0696,C0402,U003,34508.58,Lost,won,05/04/2026,20-05-2026
D0697,C0422,U004,"$51,722.36",closed-lost,,2026-05-25,15-06-2026
D0698,C0253,U012,41436.61,Prospecting,Won,16/03/2026,N/A
D0699,C0409,U006,"$59,984.02",Qualified,won,01/24/2026,24/02/2026
D0700,C0151,U014,47253.23,qualified,open,28-01-2026,
D0701,C0198,U002,59647 USD,Lost,Won,02/04/2026,11-05-2026
D0702,C0381,U013,56161.94,prospect,Won,29/11/2025,01/29/2026
D0703,C0105,U004,31745.85,Proposal,open,02/14/2026,
D0704,C0215,U011,9519.99,qualified,open,2026-02-26,
D0705,C0259,U011,53852.21,negotiation ,Lost,,30/03/2026
D0706,C0152,U012,56486.32,qualified,Lost,20/06/2026,16/09/2026
D0707,C0186,U001,8400.19,Prospecting,Open,2026/05/12,
D0708,C0296,U010,67828 USD,closed-lost,Won,11/12/2025,12/26/2025
D0709,C0049,U006,16938.3,PROSPECT,closed,,
D0710,C0270,U013,6838.29,Lost,,2026-06-23,
D0711,C0104,U011,73477.29,Prospecting,OPEN,,
D0712,C0158,U002,49519.27,prospect,OPEN,21-06-2026,
D0713,C0017,U002,26431.26,Prospecting,closed,2025-11-15,
D0714,C0023,U009,38650.84,Negotiation,closed,2026/06/25,N/A
D0715,C0178,U010,"$19,021.60",,closed,12/16/2025,
D0716,C0071,U005,51779 USD,Proposal,OPEN,05/17/2026,
D0717,C0214,U002,33378.82,,Won,2026-03-01,06/04/2026
D0718,C0351,U003,,,won,03/10/2026,2026/03/22
D0719,C0332,U011,36544 USD,Lost,OPEN,05/03/2026,
D0720,C0305,U004,45877.76,PROSPECT,Won,18-11-2025,06-12-2025
D0721,C0168,U013,74049 USD,Proposal Sent,OPEN,,
D0722,C0111,U007,16173.57,Prospecting,Open,04/03/2026,
D0723,C0176,U012,"$24,133.01",Negotiation,closed,,
D0724,C0380,U007,82328.02,qualified,lost,03/02/2026,05/03/2026
D0725,C0130,U001,"$56,406.51",Lost,OPEN,28-03-2026,
D0726,C0367,U011,52326.7,Closed Won,won,20-12-2025,2026/03/19
D0727,C0144,U005,80130.03,Won,closed,01-11-2025,
D0728,C0044,U005,"$54,495.50",Won,lost,2026-03-19,2026-04-02
D0729,C0043,U012,79120.68,Negotiation,closed,,N/A
D0730,C0342,U009,43066.73,Qualified,,2025/11/02,
D0731,C0205,U001,61132.37,Proposal,open,06/14/2026,N/A
D0732,C0334,U014,52215.69,Lost,open,2026/03/05,N/A
D0733,C0087,U002,"$30,999.84",Closed Won,OPEN,03/03/2026,2026-05-10
D0734,C0171,U011,72539.88,proposal sent,closed,24/04/2026,
D0735,C0107,U001,79080.6,closed won,won,2026-01-02,2026/02/13
D0736,C0428,U008,52896.78,prospect,lost,2026-05-27,05/30/2026
D0737,C0203,U006,37472 USD,Prospect,Open,01/11/2026,
D0738,C0245,U001,40803.34,Qualified,Won,01/04/2026,04-02-2026
D0739,C0054,U008,31037.1,Closed Lost,OPEN,11/29/2025,19-12-2025
D0740,C0020,U003,76733 USD,closed won,Lost,25/12/2025,08-02-2026
D0741,C0059,U007,68284.98,closed-lost,closed,10/03/2026,15/05/2026
D0742,C0066,U002,12031.32,Prospecting,open,,
D0743,C0026,U011,63075.53,negotiation ,Lost,05/04/2026,23/06/2026
D0744,C0124,U010,,Qualified,closed,17-06-2026,N/A
D0745,C0124,U011,60489.49,Won,won,2026/01/07,03/11/2026
D0746,C0431,U010,"$12,546.70",Qualified,won,12/02/2025,2025/12/20
D0747,C0100,U002,45335.09,prospect,Lost,06/01/2026,26/07/2026
D0748,C0031,U009,,Won,open,13-11-2025,
D0749,C0124,U006,"$4,914.24",prospect,OPEN,06/27/2026,
D0750,C0141,U010,22563.96,Prospecting,Lost,2026-06-29,2026-07-25
D0751,C0345,U009,63397.89,Qualified,lost,2025/12/21,02/08/2026
D0752,C0328,U005,"$75,580.68",Proposal,Lost,2025-11-28,
D0753,C0445,U011,"$78,779.30",Proposal,won,07-04-2026,06/06/2026
D0754,C0385,U004,5158 USD,,OPEN,03-04-2026,
D0755,C0384,U014,38948.27,,lost,2026-06-25,2026/08/13
D0756,C0253,U013,51529.33,Prospect,OPEN,2026-01-18,N/A
D0757,C0031,U013,58671.97,Proposal,Lost,06/18/2026,2026/08/23
D0758,C0194,U009,24170 USD,closed won,Lost,06/03/2026,2026-08-22
D0759,C0443,U013,43568.78,Lost,,01/03/2026,
D0760,C0135,U009,20198.11,Prospecting,OPEN,12/03/2025,N/A
D0761,C0140,U003,55142 USD,Proposal Sent,open,2026/06/07,
D0762,C0328,U006,80526.72,Closed Won,lost,01/11/2026,2026/01/24
D0763,C0148,U006,70298 USD,prospect,open,06/28/2026,
D0764,C0009,U009,22988.32,Prospecting,Lost,04/01/2026,06/26/2026
D0765,C0164,U005,38745.67,Proposal,Lost,11/03/2025,2025-11-25
D0766,C0249,U003,17269.8,Closed Lost,OPEN,26-01-2026,
D0767,C0081,U003,13484.12,closed won,won,27/04/2026,2026/05/08
D0768,C0069,U012,"$33,052.57",Prospect,Open,2026-01-07,
D0769,C0390,U002,79872.97,Proposal Sent,OPEN,2026-01-01,N/A
D0770,C0053,U009,18393.86,negotiation ,Open,04/11/2025,
D0771,C0155,U006,6165.6,closed-lost,OPEN,2026-04-09,
D0772,C0022,U002,44213.79,,Won,05/30/2026,
D0773,C0215,U007,25451.66,Qualified,lost,2026-06-17,2026-09-11
D0774,C0112,U002,"$52,910.68",Negotiation,lost,2026-03-22,2026/04/03
D0775,C0075,U003,29459 USD,Won,closed,25-04-2026,
D0776,C0144,U006,56754.6,Prospecting,Won,2026-04-17,06/22/2026
D0777,C0394,U011,34115.06,Qualified,lost,18/06/2026,2026-07-09
D0778,C0291,U007,9052.33,Proposal Sent,OPEN,02/01/2026,
D0779,C0249,U007,67757.38,closed-lost,Lost,04/01/2026,2026/06/20
D0780,C0250,U009,45961.62,,,2026/03/27,
D0781,C0265,U010,"$21,138.62",proposal sent,Open,2025-12-20,
D0782,C0238,U003,77598.72,Prospecting,open,02/16/2026,
D0783,C0072,U014,19097 USD,,Lost,2026-01-18,02/21/2026
D0784,C0191,U012,"$6,015.96",Prospect,Lost,20/12/2025,02/08/2026
D0785,C0015,U003,"$21,961.32",Closed Won,OPEN,02/04/2026,04/15/2026
D0786,C0236,U012,,Qualified,closed,28-05-2026,
D0787,C0326,U012,14516.59,Prospect,Won,,2026/02/21
D0788,C0080,U001,80678.2,closed won,Lost,17-02-2026,2026/05/18
D0789,C0154,U012,"$24,197.61",proposal sent,Lost,04/27/2026,20/05/2026
D0790,C0312,U001,70179.16,proposal sent,Lost,2026-02-14,12/03/2026
