customer_id,customer_type,region,product_tier,lifetime_value,churn,support_tickets,retention_days,feature_adoption_score,nps_score
CUST_5450,Startup,AMER,Free,3331.44,0,4,196,27.9,10.7
CUST_5164,SMB,AMER,Silver,5632.03,0,5,256,51.3,43.5
CUST_5028,Enterprise,AMER,Gold,155544.87,0,0,979,83.1,91.6
CUST_5773,Startup,AMER,Free,2191.86,0,3,49,53.4,-14.2
CUST_5193,SMB,AMER,Gold,9431.71,0,4,135,67.5,57.8
CUST_5388,SMB,AMER,Silver,10254.3,0,2,252,64.1,28.5
CUST_5852,Startup,APAC,Free,1629.72,0,3,266,28.2,19.6
CUST_5169,SMB,EMEA,Gold,9136.25,0,4,317,43.2,48.3
CUST_5705,Startup,AMER,Free,3969.88,0,1,173,19.2,15.5
CUST_5140,SMB,EMEA,Gold,11737.13,0,5,509,66.2,28.1
CUST_5173,SMB,APAC,Silver,6585.47,0,10,233,69.6,13.2
CUST_5006,Enterprise,EMEA,Platinum,123485.02,0,1,1026,89.2,90.5
CUST_5745,Startup,EMEA,Free,3698.72,0,2,102,42.5,11.9
CUST_5478,Startup,APAC,Silver,3907.91,0,2,282,43.5,7.6
CUST_5073,SMB,AMER,Silver,10708.23,1,3,170,63.5,51.8
CUST_5910,Startup,APAC,Free,2770.88,0,5,294,37.4,21.4
CUST_5813,Startup,AMER,Silver,3762.53,1,1,118,49.0,11.2
CUST_5238,SMB,APAC,Gold,9518.31,0,2,445,79.9,47.1
CUST_5145,SMB,AMER,Gold,5258.21,0,3,175,74.2,58.4
CUST_5792,Startup,APAC,Free,2517.67,0,5,138,35.9,34.9
CUST_5234,SMB,AMER,Gold,6366.7,0,5,419,51.6,46.9
CUST_5220,SMB,AMER,Silver,9603.29,0,4,516,58.0,12.7
CUST_5923,Startup,APAC,Free,3399.57,0,1,108,43.3,18.0
CUST_5500,Startup,EMEA,Silver,3094.49,0,3,38,22.1,22.0
CUST_5132,SMB,APAC,Gold,5839.06,1,7,578,79.4,48.1
CUST_5990,Startup,AMER,Silver,3398.25,0,4,138,52.1,27.8
CUST_5774,Startup,APAC,Free,3391.89,0,4,160,40.1,37.1
CUST_5185,SMB,APAC,Silver,9619.89,0,5,442,59.8,31.2
CUST_5041,Enterprise,EMEA,Platinum,149710.61,0,1,1189,85.2,96.1
CUST_5696,Startup,APAC,Silver,1865.89,1,3,171,33.9,16.2
CUST_5108,SMB,EMEA,Gold,6601.59,0,3,150,63.0,15.5
CUST_5588,Startup,APAC,Free,1384.14,0,3,230,24.6,20.0
CUST_5056,SMB,APAC,Silver,5619.45,0,4,120,70.5,17.1
CUST_5405,SMB,EMEA,Silver,11268.66,0,6,487,45.8,27.3
CUST_5442,SMB,AMER,Silver,7619.9,0,4,134,52.7,56.6
CUST_5757,Startup,AMER,Free,2600.38,0,4,299,25.8,2.4
CUST_5997,Startup,AMER,Free,1410.46,1,2,278,44.1,27.4
CUST_5024,Enterprise,EMEA,Platinum,147364.2,0,0,1026,76.4,74.4
CUST_5467,Startup,APAC,Silver,3605.8,0,1,95,43.8,16.4
CUST_5539,Startup,APAC,Free,1387.48,0,4,30,18.2,-13.2
CUST_5531,Startup,AMER,Free,3999.15,0,4,134,50.6,26.6
CUST_5618,Startup,AMER,Silver,3418.6,0,2,185,31.4,1.1
CUST_5694,Startup,APAC,Free,1344.51,0,5,230,45.8,-11.4
CUST_5926,Startup,AMER,Silver,1806.03,0,1,136,46.3,-16.2
CUST_5338,SMB,AMER,Gold,8319.22,1,2,183,72.9,43.2
CUST_5051,SMB,APAC,Silver,10425.93,0,6,248,45.9,16.7
CUST_5507,Startup,APAC,Free,3467.61,0,3,43,33.5,19.4
CUST_5516,Startup,AMER,Silver,2129.39,0,4,225,44.1,-12.8
CUST_5920,Startup,AMER,Silver,3605.4,0,2,252,31.1,15.8
CUST_5781,Startup,AMER,Free,2628.17,0,5,38,54.6,21.4
CUST_5264,SMB,APAC,Gold,11141.61,1,5,447,75.1,16.8
CUST_5817,Startup,AMER,Silver,2197.01,0,7,286,36.3,18.0
CUST_5710,Startup,AMER,Silver,3280.68,0,2,273,28.0,23.6
CUST_5682,Startup,AMER,Free,1512.66,0,2,135,34.1,1.8
CUST_5832,Startup,EMEA,Silver,1422.57,0,3,181,41.1,39.8
CUST_5518,Startup,AMER,Silver,3961.83,0,7,233,21.5,-2.7
CUST_5447,SMB,EMEA,Gold,10273.65,0,3,235,56.6,11.3
CUST_5018,Enterprise,EMEA,Platinum,145916.7,0,2,1090,99.2,60.2
CUST_5715,Startup,AMER,Free,3788.59,0,0,45,29.1,-16.2
CUST_5483,Startup,EMEA,Silver,2882.67,1,0,230,46.8,24.9
CUST_5568,Startup,APAC,Free,3712.48,0,1,271,30.7,0.5
CUST_5433,SMB,AMER,Silver,5707.86,0,5,138,72.3,32.0
CUST_5367,SMB,AMER,Silver,11337.45,0,6,542,64.3,36.9
CUST_5083,SMB,APAC,Silver,5444.91,0,4,539,42.9,39.3
CUST_5061,SMB,AMER,Silver,6899.44,0,3,164,75.2,46.1
CUST_5638,Startup,EMEA,Free,1807.73,0,3,49,31.4,7.3
CUST_5272,SMB,AMER,Silver,11069.51,0,6,391,50.9,53.4
CUST_5285,SMB,APAC,Silver,5251.6,0,7,141,50.1,15.8
CUST_5360,SMB,EMEA,Silver,7717.19,0,1,218,68.8,25.6
CUST_5354,SMB,AMER,Gold,5493.98,0,0,413,49.0,23.4
CUST_5456,Startup,EMEA,Free,1034.06,0,5,268,26.7,-11.1
CUST_5278,SMB,AMER,Silver,9913.77,0,6,357,56.2,53.5
CUST_5012,Enterprise,APAC,Platinum,169946.56,0,3,976,97.2,64.4
CUST_5182,SMB,EMEA,Silver,11472.86,0,4,476,60.2,27.8
CUST_5368,SMB,AMER,Gold,6370.54,0,5,292,57.8,25.5
CUST_5881,Startup,EMEA,Silver,3015.68,0,6,39,30.4,-12.5
CUST_5615,Startup,AMER,Free,3762.62,0,2,223,51.2,-2.5
CUST_5223,SMB,APAC,Gold,7574.01,0,4,266,70.9,39.4
CUST_5572,Startup,EMEA,Free,2189.63,0,4,135,52.4,1.4
CUST_5970,Startup,EMEA,Silver,2991.01,1,3,269,42.8,13.3
CUST_5653,Startup,APAC,Free,3236.32,0,1,32,49.9,13.6
CUST_5545,Startup,APAC,Silver,2074.49,0,0,52,46.5,-18.4
CUST_5582,Startup,APAC,Free,2477.85,0,2,176,27.7,13.1
CUST_5633,Startup,AMER,Silver,2596.34,0,3,67,20.4,6.4
CUST_5176,SMB,APAC,Gold,9836.56,0,0,209,40.7,23.8
CUST_5665,Startup,APAC,Free,1458.58,0,2,165,30.4,-16.3
CUST_5673,Startup,AMER,Free,2573.53,0,4,242,34.3,15.9
CUST_5585,Startup,APAC,Silver,1720.44,0,1,146,24.9,-6.9
CUST_5873,Startup,AMER,Free,2226.2,0,1,233,27.8,-12.8
CUST_5393,SMB,AMER,Silver,10434.89,0,6,275,41.6,29.7
CUST_5163,SMB,APAC,Gold,8750.42,0,6,528,64.8,38.1
CUST_5248,SMB,EMEA,Gold,11745.34,0,1,382,51.7,14.8
CUST_5634,Startup,AMER,Silver,1321.52,0,7,74,37.8,39.7
CUST_5885,Startup,EMEA,Free,1535.63,0,2,66,32.1,28.0
CUST_5669,Startup,APAC,Silver,1855.29,0,3,76,48.0,3.7
CUST_5375,SMB,APAC,Gold,7232.83,0,6,369,55.0,13.3
CUST_5412,SMB,AMER,Silver,11654.25,0,3,515,73.5,58.9
CUST_5074,SMB,AMER,Silver,9948.0,0,6,494,75.8,51.5
CUST_5113,SMB,EMEA,Gold,10656.84,0,6,242,79.7,29.9
CUST_5598,Startup,AMER,Free,1576.87,0,3,208,40.2,-5.8
CUST_5961,Startup,APAC,Free,2809.46,0,3,227,24.0,-9.1
CUST_5390,SMB,EMEA,Gold,11933.54,0,2,118,75.5,31.2
CUST_5104,SMB,AMER,Gold,11352.97,0,2,415,69.7,43.6
CUST_5114,SMB,AMER,Silver,9433.83,0,7,314,71.3,24.2
CUST_5417,SMB,AMER,Silver,7300.65,0,2,145,62.3,54.4
CUST_5525,Startup,AMER,Free,2406.08,0,4,135,16.9,25.6
CUST_5457,Startup,EMEA,Free,2405.98,0,2,36,25.7,3.9
CUST_5409,SMB,AMER,Silver,5639.01,0,6,439,41.6,22.0
CUST_5092,SMB,AMER,Gold,10325.5,0,2,594,40.2,57.3
CUST_5930,Startup,EMEA,Free,1418.07,0,2,239,22.9,18.1
CUST_5089,SMB,EMEA,Gold,8305.5,0,3,150,57.7,59.3
CUST_5336,SMB,EMEA,Gold,10988.22,0,5,416,49.3,24.4
CUST_5988,Startup,EMEA,Free,1739.21,0,0,52,47.4,-5.5
CUST_5921,Startup,AMER,Silver,2462.29,1,4,147,16.4,-18.1
CUST_5933,Startup,EMEA,Free,2577.07,0,3,102,43.3,-1.4
CUST_5605,Startup,EMEA,Silver,2382.34,0,5,183,22.4,3.1
CUST_5593,Startup,AMER,Free,2037.0,0,3,97,29.5,-2.3
CUST_5611,Startup,AMER,Free,3398.23,0,6,52,16.4,-19.5
CUST_5094,SMB,EMEA,Gold,10396.77,0,5,556,78.9,29.1
CUST_5011,Enterprise,EMEA,Platinum,178194.59,0,1,863,82.1,73.0
CUST_5396,SMB,APAC,Silver,11008.89,0,5,131,77.1,35.6
CUST_5533,Startup,AMER,Free,2666.3,0,3,139,37.6,1.7
CUST_5043,Enterprise,AMER,Platinum,174559.22,0,0,1122,93.6,72.8
CUST_5042,Enterprise,APAC,Gold,122063.31,0,0,928,83.2,61.4
CUST_5329,SMB,AMER,Gold,6734.12,0,5,177,62.9,58.0
CUST_5167,SMB,EMEA,Silver,6305.63,0,5,359,53.9,33.5
CUST_5497,Startup,AMER,Silver,1233.2,0,3,134,40.6,34.0
CUST_5876,Startup,APAC,Silver,3147.92,0,4,60,44.9,28.9
CUST_5597,Startup,APAC,Free,1516.96,1,3,174,17.8,7.6
CUST_5756,Startup,APAC,Silver,2860.22,0,2,131,15.7,21.2
CUST_5100,SMB,EMEA,Gold,5220.0,1,5,283,64.3,27.1
CUST_5426,SMB,AMER,Gold,8090.71,1,5,544,59.3,39.4
CUST_5178,SMB,EMEA,Gold,11557.11,0,4,502,52.1,28.3
CUST_5444,SMB,APAC,Silver,10689.6,0,4,482,41.3,10.7
CUST_5416,SMB,AMER,Silver,7052.48,1,5,474,45.1,35.2
CUST_5870,Startup,APAC,Free,2119.93,0,4,270,24.2,-13.9
CUST_5882,Startup,APAC,Free,1059.13,0,3,282,53.2,-8.7
CUST_5680,Startup,EMEA,Free,3451.22,0,3,285,46.3,0.3
CUST_5177,SMB,EMEA,Silver,7707.15,1,4,429,67.6,50.4
CUST_5395,SMB,APAC,Gold,11515.3,0,2,384,42.0,48.0
CUST_5911,Startup,EMEA,Free,1804.19,0,3,298,34.0,20.8
CUST_5793,Startup,AMER,Free,2834.36,0,1,236,31.1,-14.6
CUST_5960,Startup,EMEA,Free,1248.4,0,4,118,15.1,-10.0
CUST_5684,Startup,AMER,Silver,3788.13,0,3,117,27.4,32.3
CUST_5383,SMB,EMEA,Silver,11142.3,0,4,327,73.6,34.4
CUST_5956,Startup,EMEA,Silver,2556.75,0,3,152,20.4,36.1
CUST_5751,Startup,AMER,Silver,3819.5,0,4,205,15.8,3.6
CUST_5257,SMB,EMEA,Silver,9872.21,0,4,214,40.3,17.8
CUST_5538,Startup,AMER,Silver,2351.63,0,3,94,15.6,24.2
CUST_5335,SMB,APAC,Silver,5285.1,0,4,243,61.7,27.8
CUST_5015,Enterprise,AMER,Platinum,131004.27,0,1,723,92.4,96.4
CUST_5324,SMB,EMEA,Silver,11684.06,0,3,488,58.4,50.8
CUST_5758,Startup,APAC,Silver,3681.68,0,3,239,47.2,-4.3
CUST_5222,SMB,AMER,Gold,5655.72,0,6,385,78.2,23.0
CUST_5179,SMB,APAC,Silver,5962.65,0,2,309,65.0,25.9
CUST_5983,Startup,AMER,Silver,1225.41,0,1,228,45.8,4.3
CUST_5022,Enterprise,APAC,Platinum,137528.68,0,2,792,92.4,78.1
CUST_5356,SMB,APAC,Silver,5185.58,0,3,485,59.5,43.0
CUST_5666,Startup,APAC,Silver,1737.87,0,4,33,52.8,5.7
CUST_5861,Startup,AMER,Free,2359.87,0,3,157,44.6,24.9
CUST_5340,SMB,EMEA,Gold,8441.31,0,10,222,65.2,58.3
CUST_5431,SMB,EMEA,Silver,10330.57,0,7,379,62.8,35.0
CUST_5551,Startup,APAC,Silver,3556.54,0,5,152,26.9,-17.8
CUST_5833,Startup,APAC,Free,1529.16,0,1,140,46.0,-2.4
CUST_5203,SMB,APAC,Gold,11289.88,0,3,473,62.2,49.2
CUST_5630,Startup,EMEA,Free,3140.05,0,4,161,25.0,9.8
CUST_5093,SMB,AMER,Silver,8928.94,0,4,192,66.7,56.5
CUST_5558,Startup,APAC,Free,3265.41,0,3,59,52.3,1.1
CUST_5068,SMB,AMER,Gold,5521.85,0,2,598,53.6,32.4
CUST_5622,Startup,AMER,Free,2111.42,0,6,211,42.2,-15.0
CUST_5284,SMB,APAC,Silver,9047.96,0,2,381,67.3,49.3
CUST_5844,Startup,APAC,Silver,1445.99,0,0,132,15.4,29.5
CUST_5434,SMB,EMEA,Gold,5588.75,0,5,218,47.6,33.9
CUST_5153,SMB,EMEA,Silver,8426.17,0,2,253,50.5,33.4
CUST_5075,SMB,APAC,Gold,10103.05,0,3,517,66.1,57.8
CUST_5730,Startup,EMEA,Free,1492.8,0,3,93,18.2,-9.8
CUST_5446,SMB,EMEA,Gold,11902.01,0,8,239,73.4,42.7
CUST_5188,SMB,APAC,Silver,8707.55,0,3,175,43.6,36.2
CUST_5271,SMB,APAC,Silver,10670.79,0,7,405,46.8,57.1
CUST_5236,SMB,EMEA,Silver,6965.41,0,7,469,78.4,52.2
CUST_5487,Startup,EMEA,Silver,1842.89,0,5,71,15.6,-7.1
CUST_5117,SMB,AMER,Gold,6305.99,0,5,204,78.4,40.4
CUST_5943,Startup,APAC,Silver,3489.23,0,2,80,18.7,9.8
CUST_5512,Startup,AMER,Free,3798.19,0,3,65,28.7,38.6
CUST_5825,Startup,APAC,Free,3759.57,0,1,43,25.9,11.0
CUST_5591,Startup,APAC,Silver,2922.62,0,6,71,34.2,-17.8
CUST_5126,SMB,EMEA,Gold,10726.1,1,4,446,67.0,53.6
CUST_5116,SMB,EMEA,Silver,10625.7,1,4,282,47.8,26.8
CUST_5473,Startup,APAC,Free,3673.43,0,4,161,20.1,-19.6
CUST_5693,Startup,APAC,Free,1727.23,0,2,87,39.4,29.8
CUST_5057,SMB,AMER,Silver,6371.88,0,5,475,79.7,40.4
CUST_5863,Startup,EMEA,Free,2322.29,0,2,94,32.9,24.0
CUST_5912,Startup,APAC,Free,2872.45,0,1,215,46.6,-4.9
CUST_5369,SMB,EMEA,Silver,5485.53,0,7,113,77.8,17.3
CUST_5268,SMB,AMER,Gold,7516.44,0,2,316,77.3,14.3
CUST_5046,Enterprise,AMER,Platinum,138702.66,0,4,1052,86.2,79.2
CUST_5349,SMB,AMER,Gold,9381.02,1,3,237,78.1,32.2
CUST_5195,SMB,AMER,Gold,7444.47,0,7,180,52.0,25.9
CUST_5999,Startup,APAC,Free,2338.02,0,3,139,47.2,12.0
CUST_5834,Startup,APAC,Free,2495.1,0,7,212,29.3,1.5
CUST_5736,Startup,AMER,Free,2177.34,0,5,252,55.0,-7.1
CUST_5263,SMB,APAC,Silver,8628.31,0,3,265,50.0,11.8
CUST_5443,SMB,APAC,Gold,7594.5,0,5,541,66.8,58.1
CUST_5675,Startup,EMEA,Free,3947.14,0,4,234,54.3,-16.9
CUST_5304,SMB,EMEA,Silver,10082.64,0,2,360,68.9,44.9
CUST_5341,SMB,APAC,Silver,8314.3,0,3,484,54.0,44.2
CUST_5966,Startup,APAC,Free,3157.14,0,4,175,28.4,-1.4
CUST_5149,SMB,AMER,Silver,6950.53,0,3,592,60.8,33.8
CUST_5124,SMB,AMER,Silver,6595.55,0,2,538,44.9,12.3
CUST_5786,Startup,APAC,Free,2750.18,0,3,129,18.7,-10.3
CUST_5050,SMB,AMER,Silver,11787.09,0,5,420,44.9,34.7
CUST_5353,SMB,EMEA,Gold,6140.54,0,10,177,56.5,60.0
CUST_5927,Startup,AMER,Free,2624.9,0,1,273,29.6,30.0
CUST_5142,SMB,APAC,Gold,8480.74,0,8,499,47.8,41.3
CUST_5470,Startup,AMER,Silver,1036.46,0,3,217,20.7,27.4
CUST_5399,SMB,APAC,Gold,10281.8,0,2,516,67.1,52.2
CUST_5625,Startup,APAC,Free,2106.74,0,5,125,49.7,10.7
CUST_5320,SMB,APAC,Gold,8844.59,0,3,146,70.9,16.4
CUST_5019,Enterprise,APAC,Platinum,137473.75,0,1,826,94.5,73.1
CUST_5809,Startup,EMEA,Silver,1339.71,0,1,40,39.4,-3.1
CUST_5790,Startup,EMEA,Free,1460.05,0,4,170,48.7,7.5
CUST_5808,Startup,APAC,Free,2352.52,0,3,297,17.4,-17.5
CUST_5407,SMB,AMER,Gold,5075.86,0,4,520,44.5,31.5
CUST_5537,Startup,AMER,Silver,1742.04,0,1,211,37.4,5.1
CUST_5620,Startup,EMEA,Free,1553.56,0,0,198,44.2,13.6
CUST_5038,Enterprise,EMEA,Platinum,161053.98,0,2,840,94.6,68.4
CUST_5175,SMB,EMEA,Gold,6220.57,0,3,361,45.1,27.9
CUST_5245,SMB,AMER,Gold,11498.23,0,5,275,73.4,25.4
CUST_5828,Startup,AMER,Free,3212.5,0,3,236,32.6,35.7
CUST_5667,Startup,EMEA,Free,1482.04,0,2,184,34.3,4.0
CUST_5754,Startup,EMEA,Free,1417.82,0,2,179,29.1,21.6
CUST_5858,Startup,AMER,Silver,2694.52,0,4,295,53.1,22.3
CUST_5154,SMB,EMEA,Silver,11899.55,0,9,95,46.5,24.7
CUST_5287,SMB,EMEA,Gold,8798.51,0,5,378,62.5,58.4
CUST_5602,Startup,AMER,Free,1531.03,0,2,104,37.3,22.2
CUST_5569,Startup,AMER,Free,2044.77,0,2,159,25.5,37.9
CUST_5743,Startup,APAC,Silver,2508.16,1,3,62,20.1,26.5
CUST_5017,Enterprise,APAC,Platinum,151485.39,0,2,724,93.8,62.0
CUST_5127,SMB,EMEA,Gold,11025.11,0,3,429,71.1,14.9
CUST_5322,SMB,APAC,Gold,9621.38,0,5,587,69.9,39.7
CUST_5255,SMB,EMEA,Gold,8897.61,0,5,177,45.6,36.1
CUST_5657,Startup,AMER,Free,2089.25,0,2,38,30.5,-9.8
CUST_5964,Startup,APAC,Silver,1866.08,0,2,56,35.9,39.5
CUST_5190,SMB,APAC,Silver,5651.72,1,7,291,54.2,59.9
CUST_5115,SMB,APAC,Silver,11100.22,0,9,216,76.9,18.5
CUST_5616,Startup,APAC,Silver,1183.23,0,5,173,48.5,27.9
CUST_5606,Startup,APAC,Silver,1619.0,1,3,85,32.5,12.1
CUST_5180,SMB,AMER,Silver,7387.46,0,5,97,46.0,52.5
CUST_5301,SMB,AMER,Gold,8719.48,0,4,277,78.4,43.1
CUST_5759,Startup,EMEA,Free,3365.79,0,5,96,39.6,25.6
CUST_5712,Startup,AMER,Free,2414.73,0,2,154,16.5,-7.6
CUST_5723,Startup,APAC,Free,3223.36,0,5,121,51.2,-4.0
CUST_5685,Startup,AMER,Free,2670.29,0,4,240,26.7,21.2
CUST_5979,Startup,EMEA,Free,2790.53,0,2,206,15.1,32.6
CUST_5517,Startup,APAC,Free,3431.66,0,3,237,38.2,5.6
CUST_5984,Startup,AMER,Free,3184.57,0,3,240,32.4,-10.3
CUST_5045,Enterprise,AMER,Gold,159751.34,0,2,779,76.2,84.2
CUST_5909,Startup,APAC,Free,2139.08,0,1,264,37.7,12.1
CUST_5157,SMB,APAC,Silver,10331.34,0,5,294,67.3,18.0
CUST_5851,Startup,APAC,Free,3249.88,0,6,181,17.8,-13.6
CUST_5171,SMB,APAC,Gold,5116.11,0,11,238,63.6,47.3
CUST_5016,Enterprise,EMEA,Platinum,138254.53,0,3,1010,79.1,64.1
CUST_5511,Startup,APAC,Silver,2254.73,0,1,183,30.4,10.6
CUST_5048,Enterprise,EMEA,Platinum,152802.62,0,2,989,97.4,62.5
CUST_5971,Startup,AMER,Silver,3810.49,0,2,225,19.8,30.6
CUST_5940,Startup,AMER,Free,1822.17,1,6,282,34.7,36.0
CUST_5515,Startup,EMEA,Free,1079.1,1,3,57,35.7,6.9
CUST_5952,Startup,EMEA,Free,1526.11,0,3,111,41.4,17.3
CUST_5480,Startup,EMEA,Silver,2888.2,0,2,205,16.3,17.7
CUST_5283,SMB,AMER,Silver,5657.87,1,9,228,49.0,44.5
CUST_5718,Startup,AMER,Silver,1372.89,0,5,92,16.9,25.3
CUST_5877,Startup,APAC,Silver,2976.77,0,3,164,19.5,11.2
CUST_5225,SMB,EMEA,Silver,6707.93,0,6,146,70.4,59.2
CUST_5026,Enterprise,EMEA,Platinum,131980.43,0,1,1154,88.4,61.6
CUST_5954,Startup,EMEA,Silver,2256.31,0,5,73,54.3,12.8
CUST_5437,SMB,AMER,Silver,10753.02,0,7,142,46.3,57.7
CUST_5951,Startup,EMEA,Silver,2995.11,0,5,267,24.6,26.2
CUST_5364,SMB,APAC,Gold,11590.25,0,6,369,55.3,16.9
CUST_5229,SMB,AMER,Silver,9417.97,0,5,292,75.7,54.8
CUST_5037,Enterprise,EMEA,Platinum,125860.33,0,4,1140,98.1,73.1
CUST_5965,Startup,APAC,Free,2067.02,0,2,118,23.2,-6.4
CUST_5374,SMB,AMER,Gold,5498.32,0,9,297,72.4,56.4
CUST_5469,Startup,APAC,Silver,3889.67,0,2,49,44.5,-18.5
CUST_5967,Startup,EMEA,Free,1891.37,0,4,211,28.2,39.1
CUST_5850,Startup,APAC,Free,1201.23,0,5,223,43.6,10.9
CUST_5704,Startup,EMEA,Silver,1190.12,0,2,141,40.3,-19.6
CUST_5841,Startup,AMER,Free,2990.61,0,3,92,30.9,24.5
CUST_5194,SMB,AMER,Silver,7373.21,1,3,202,74.6,54.4
CUST_5854,Startup,EMEA,Silver,1615.42,0,1,40,37.2,23.1
CUST_5864,Startup,APAC,Free,2202.29,0,0,46,36.2,17.5
CUST_5503,Startup,APAC,Free,3441.39,0,1,217,52.1,29.9
CUST_5969,Startup,APAC,Free,2428.15,1,7,218,20.4,8.2
CUST_5830,Startup,AMER,Free,1673.81,0,2,299,43.2,-13.3
CUST_5579,Startup,AMER,Free,1774.73,0,1,37,47.0,9.6
CUST_5968,Startup,APAC,Free,2699.21,0,1,286,15.8,29.9
CUST_5162,SMB,AMER,Gold,9434.71,0,3,243,63.2,51.5
CUST_5908,Startup,EMEA,Free,1778.27,0,1,263,35.8,-5.0
CUST_5152,SMB,AMER,Gold,6014.26,0,3,349,51.9,36.9
CUST_5801,Startup,EMEA,Silver,1457.62,0,4,177,38.6,12.0
CUST_5993,Startup,AMER,Silver,2770.69,0,4,198,29.7,15.8
CUST_5755,Startup,APAC,Free,3382.08,0,2,160,31.4,18.7
CUST_5111,SMB,EMEA,Gold,6128.55,0,7,544,42.2,16.3
CUST_5226,SMB,APAC,Silver,11811.07,0,3,432,46.7,25.5
CUST_5688,Startup,APAC,Silver,3308.48,0,5,57,47.2,5.7
CUST_5103,SMB,APAC,Silver,8559.99,0,2,275,72.5,20.5
CUST_5421,SMB,APAC,Gold,10527.33,0,5,219,54.2,37.3
CUST_5419,SMB,APAC,Gold,10266.62,0,9,211,79.0,28.9
CUST_5750,Startup,AMER,Free,1350.69,0,6,275,25.4,16.5
CUST_5586,Startup,EMEA,Silver,1227.59,0,2,207,35.3,11.3
CUST_5780,Startup,APAC,Free,3081.85,1,2,280,28.8,-5.0
CUST_5672,Startup,AMER,Free,1240.7,0,3,269,43.3,-2.1
CUST_5119,SMB,AMER,Silver,8775.4,0,5,107,60.4,18.2
CUST_5053,SMB,AMER,Gold,11263.79,0,4,217,42.9,42.5
CUST_5151,SMB,APAC,Gold,6676.93,0,2,478,56.9,40.4
CUST_5403,SMB,EMEA,Gold,10785.2,0,3,276,67.2,51.7
CUST_5945,Startup,EMEA,Silver,1032.99,0,0,248,47.2,12.1
CUST_5207,SMB,APAC,Gold,9644.51,0,3,328,75.5,53.6
CUST_5658,Startup,EMEA,Silver,2937.75,0,4,219,31.6,29.0
CUST_5843,Startup,EMEA,Free,3883.21,0,0,254,21.1,-9.3
CUST_5762,Startup,AMER,Free,1745.47,0,3,140,27.4,16.7
CUST_5008,Enterprise,APAC,Platinum,156066.9,0,4,1010,89.0,60.2
CUST_5807,Startup,APAC,Free,3776.71,0,4,54,47.9,-12.5
CUST_5036,Enterprise,AMER,Platinum,138276.83,0,1,919,99.6,65.2
CUST_5452,Startup,EMEA,Silver,2272.67,0,3,163,54.5,-17.9
CUST_5651,Startup,EMEA,Free,2611.32,0,0,165,28.2,-14.1
CUST_5253,SMB,EMEA,Gold,7218.45,0,5,111,68.0,46.1
CUST_5303,SMB,EMEA,Silver,9462.01,0,5,319,71.6,34.4
CUST_5746,Startup,APAC,Silver,2151.67,1,5,162,39.2,-8.8
CUST_5571,Startup,APAC,Free,3350.96,0,3,61,39.1,17.7
CUST_5623,Startup,AMER,Silver,2453.57,0,1,141,48.7,-12.4
CUST_5732,Startup,AMER,Silver,2995.59,0,0,278,46.4,26.4
CUST_5891,Startup,APAC,Free,3567.09,0,6,85,15.7,-5.7
CUST_5262,SMB,AMER,Gold,5980.59,0,4,305,68.7,25.8
CUST_5610,Startup,AMER,Silver,1117.94,0,6,198,47.5,19.3
CUST_5297,SMB,APAC,Gold,6510.75,1,7,400,71.4,27.8
CUST_5414,SMB,AMER,Silver,9422.86,0,2,115,76.9,37.8
CUST_5150,SMB,AMER,Silver,11357.86,0,4,431,51.9,44.5
CUST_5788,Startup,AMER,Silver,2386.02,1,2,220,17.3,25.6
CUST_5640,Startup,EMEA,Silver,1060.21,0,1,299,15.6,30.1
CUST_5889,Startup,EMEA,Free,1729.52,0,3,242,20.0,22.3
CUST_5550,Startup,APAC,Free,2560.49,0,4,128,49.3,9.4
CUST_5886,Startup,AMER,Silver,2958.24,1,2,148,22.9,6.0
CUST_5488,Startup,APAC,Free,3851.23,0,4,114,18.7,18.3
CUST_5147,SMB,AMER,Silver,8518.75,0,4,242,44.2,32.4
CUST_5146,SMB,APAC,Gold,9266.95,0,6,598,60.6,53.1
CUST_5720,Startup,APAC,Silver,3815.02,0,5,275,40.9,-13.1
CUST_5931,Startup,EMEA,Free,3504.79,0,2,121,50.8,29.1
CUST_5739,Startup,AMER,Silver,2130.83,0,3,117,38.5,-8.5
CUST_5659,Startup,AMER,Free,2712.33,0,4,194,44.9,36.0
CUST_5348,SMB,EMEA,Gold,7622.29,0,7,302,43.8,57.6
CUST_5463,Startup,AMER,Silver,2750.11,0,7,247,35.0,21.2
CUST_5325,SMB,EMEA,Silver,10165.28,0,3,491,49.5,50.1
CUST_5186,SMB,APAC,Gold,10720.56,0,8,155,53.3,13.3
CUST_5123,SMB,APAC,Silver,5770.36,0,2,570,45.1,54.0
CUST_5853,Startup,APAC,Free,3694.16,0,4,117,26.3,30.2
CUST_5608,Startup,APAC,Free,2510.25,0,2,188,31.2,15.0
CUST_5143,SMB,APAC,Gold,7106.15,0,3,398,69.3,45.2
CUST_5958,Startup,EMEA,Silver,1498.85,0,3,140,49.7,-17.1
CUST_5197,SMB,AMER,Silver,11279.77,0,5,378,44.6,47.3
CUST_5609,Startup,APAC,Silver,3071.18,0,5,55,20.0,-16.3
CUST_5279,SMB,APAC,Gold,10570.55,0,3,259,60.3,37.7
CUST_5293,SMB,APAC,Gold,7521.33,0,6,241,59.5,17.4
CUST_5400,SMB,EMEA,Gold,5721.87,0,5,476,43.7,39.1
