customer_id,revenue,quantity
CUST_014676,983.23,18
CUST_014677,98.93,33
CUST_014678,66.76,2
CUST_014679,478.51,1
CUST_014680,51.88,44
CUST_014681,74.22,38
CUST_014682,264.16,34
CUST_014683,379.33,25
CUST_014684,502.94,22
CUST_014685,70.3,1
CUST_014686,269.35,12
CUST_014687,93.12,16
CUST_014688,80.99,19
CUST_014689,494.33,34
CUST_014690,85.67,13
CUST_014691,196.02,39
CUST_014692,173.4,15
CUST_014693,50.87,46
CUST_014694,389.98,28
CUST_014695,259.9,5
CUST_014696,20.36,36
CUST_014697,195.86,31
CUST_014698,68.51,14
CUST_014699,444.56,25
CUST_014700,34.97,41
CUST_014701,103.91,4
CUST_014702,213.16,38
CUST_014703,156.7,29
CUST_014704,318.29,3
CUST_014705,32.51,43
CUST_014706,774.27,33
CUST_014707,250.92,40
CUST_014708,578.08,7
CUST_014709,355.75,21
CUST_014710,146.7,6
CUST_014711,41.09,43
CUST_014712,84.47,9
CUST_014713,727.46,7
CUST_014714,593.14,7
CUST_014715,79.87,43
CUST_014716,8.86,42
CUST_014717,119.98,5
CUST_014718,111.31,2
CUST_014719,115.61,34
CUST_014720,251.78,39
CUST_014721,356.46,7
CUST_014722,399.53,32
CUST_014723,231.76,49
CUST_014724,24.51,7
CUST_014725,105.51,38
CUST_014726,1486.37,8
CUST_014727,215.77,6
CUST_014728,214.39,40
CUST_014729,212.62,45
CUST_014730,224.84,41
CUST_014731,13.69,34
CUST_014732,116.8,49
CUST_014733,142.89,18
CUST_014734,534.59,44
CUST_014735,155.66,19
CUST_014736,28.6,3
CUST_014737,228.17,23
CUST_014738,66.43,5
CUST_014739,43.96,19
CUST_014740,64.45,46
CUST_014741,255.32,16
CUST_014742,522.57,24
CUST_014743,240.55,4
CUST_014744,279.23,36
CUST_014745,238.18,39
CUST_014746,164.24,21
CUST_014747,297.95,1
CUST_014748,13.21,19
CUST_014749,165.85,23
CUST_014750,52.2,31
CUST_014751,474.8,7
CUST_014752,128.1,23
CUST_014753,153.08,12
CUST_014754,32.95,30
CUST_014755,410.28,47
CUST_014756,277.92,39
CUST_014757,259.03,36
CUST_014758,65.82,15
CUST_014759,68.47,33
CUST_014760,185.6,35
CUST_014761,74.11,30
CUST_014762,229.27,26
CUST_014763,17.1,31
CUST_014764,91.15,38
CUST_014765,894.94,23
CUST_014766,230.32,9
CUST_014767,175.35,46
CUST_014768,1080.55,28
CUST_014769,14.35,43
CUST_014770,65.67,22
CUST_014771,99.37,5
CUST_014772,350.15,14
CUST_014773,356.26,7
CUST_014774,62.43,35
CUST_014775,402.6,15
CUST_014776,99.16,19
CUST_014777,498.52,3
CUST_014778,52.84,18
CUST_014779,131.2,13
CUST_014780,90.91,13
CUST_014781,426.68,29
CUST_014782,87.99,3
CUST_014783,142.25,47
CUST_014784,246.36,26
CUST_014785,256.02,35
CUST_014786,360.31,4
CUST_014787,183.3,24
CUST_014788,97.69,9
CUST_014789,104.62,13
CUST_014790,152.27,27
CUST_014791,190.49,2
CUST_014792,128.1,20
CUST_014793,151.29,15
CUST_014794,32.55,12
CUST_014795,289.27,2
CUST_014796,177.88,39
CUST_014797,404.18,16
CUST_014798,148.44,48
CUST_014799,26.09,28
CUST_014800,103.71,36
CUST_014801,121.52,23
CUST_014802,311.97,7
CUST_014803,18.72,15
CUST_014804,154.65,39
CUST_014805,248.06,35
CUST_014806,76.59,3
CUST_014807,159.91,47
CUST_014808,79.28,42
CUST_014809,71.55,49
CUST_014810,98.65,25
CUST_014811,72.92,45
CUST_014812,294.01,40
CUST_014813,71.17,36
CUST_014814,60.16,35
CUST_014815,869.51,10
CUST_014816,387.9,13
CUST_014817,23.07,24
CUST_014818,69.08,5
CUST_014819,189.14,17
CUST_014820,205.15,25
CUST_014821,33.43,13
CUST_014822,472.75,38
CUST_014823,338.74,13
CUST_014824,240.3,12
CUST_014825,576.36,29
CUST_014826,233.29,47
CUST_014827,232.43,12
CUST_014828,704.63,25
CUST_014829,446.4,29
CUST_014830,63.98,3
CUST_014831,279.55,32
CUST_014832,76.38,44
CUST_014833,245.71,21
CUST_014834,239.04,41
CUST_014835,37.21,7
CUST_014836,131.39,3
CUST_014837,193.5,8
CUST_014838,95.94,7
CUST_014839,203.31,16
CUST_014840,332.25,21
CUST_014841,143.94,15
CUST_014842,185.79,37
CUST_014843,591.95,30
CUST_014844,238.22,46
CUST_014845,181.42,28
CUST_014846,56.94,7
CUST_014847,290.33,29
CUST_014848,206.47,32
CUST_014849,535.79,21
CUST_014850,155.54,8
CUST_014851,24.14,47
CUST_014852,27.11,48
CUST_014853,309.72,6
CUST_014854,83.92,30
CUST_014855,229.7,3
CUST_014856,166.37,15
CUST_014857,125.61,28
CUST_014858,134.78,16
CUST_014859,62.47,29
CUST_014860,146.09,28
CUST_014861,82.72,5
CUST_014862,102.28,30
CUST_014863,107.38,12
CUST_014864,118.31,41
CUST_014865,373.22,2
CUST_014866,130.35,22
CUST_014867,413.11,37
CUST_014868,690.8,15
CUST_014869,348.96,18
CUST_014870,253.27,5
CUST_014871,205.79,33
CUST_014872,352.61,44
CUST_014873,162.29,3
CUST_014874,397.25,29
CUST_014875,274.27,34
CUST_014876,103.56,8
CUST_014877,363.53,27
CUST_014878,162.63,45
CUST_014879,133.47,28
CUST_014880,92.19,7
CUST_014881,175.22,6
CUST_014882,402.0,6
CUST_014883,361.02,22
CUST_014884,211.32,23
CUST_014885,270.33,28
CUST_014886,529.37,26
CUST_014887,127.74,33
CUST_014888,48.65,45
CUST_014889,545.19,24
CUST_014890,87.38,15
CUST_014891,74.42,11
CUST_014892,24.63,41
CUST_014893,262.77,21
CUST_014894,29.33,22
CUST_014895,70.09,35
CUST_014896,267.26,12
CUST_014897,305.49,13
CUST_014898,77.35,35
CUST_014899,129.78,40
CUST_014900,62.02,24
CUST_014901,85.76,3
CUST_014902,193.68,24
CUST_014903,89.87,36
CUST_014904,116.25,13
CUST_014905,34.31,27
CUST_014906,460.8,10
CUST_014907,247.17,41
CUST_014908,327.96,23
CUST_014909,539.38,49
CUST_014910,65.03,39
CUST_014911,103.71,12
CUST_014912,22.31,18
CUST_014913,3430.37,46
CUST_014914,127.79,19
CUST_014915,419.36,38
CUST_014916,43.03,2
CUST_014917,401.97,41
CUST_014918,951.07,4
CUST_014919,139.73,41
CUST_014920,54.01,32
CUST_014921,129.18,19
CUST_014922,16.01,33
CUST_014923,142.9,24
CUST_014924,337.3,42
CUST_014925,143.2,25
CUST_014926,111.7,45
CUST_014927,251.53,40
CUST_014928,271.52,42
CUST_014929,28.22,1
CUST_014930,162.2,31
CUST_014931,1695.93,4
CUST_014932,39.06,30
CUST_014933,136.26,12
CUST_014934,1034.58,11
CUST_014935,447.72,20
CUST_014936,88.82,39
CUST_014937,182.39,45
CUST_014938,148.1,49
CUST_014939,70.24,18
CUST_014940,137.79,36
CUST_014941,112.17,11
CUST_014942,166.13,2
CUST_014943,70.22,8
CUST_014944,41.4,9
CUST_014945,142.41,26
CUST_014946,824.78,33
CUST_014947,161.13,7
CUST_014948,106.53,30
CUST_014949,315.48,45
CUST_014950,126.68,41
CUST_014951,961.06,10
CUST_014952,147.83,1
CUST_014953,299.02,29
CUST_014954,69.78,43
CUST_014955,245.45,3
CUST_014956,195.41,46
CUST_014957,140.26,32
CUST_014958,89.86,31
CUST_014959,78.41,4
CUST_014960,196.83,30
CUST_014961,278.37,16
CUST_014962,130.69,42
CUST_014963,197.8,48
CUST_014964,142.89,19
CUST_014965,163.78,40
CUST_014966,121.46,22
CUST_014967,151.1,31
CUST_014968,2204.02,5
CUST_014969,202.68,49
CUST_014970,282.96,43
CUST_014971,229.99,4
CUST_014972,114.11,2
CUST_014973,541.31,20
CUST_014974,110.92,49
CUST_014975,426.26,49
CUST_014976,106.25,1
CUST_014977,56.83,18
CUST_014978,213.88,36
CUST_014979,49.17,28
CUST_014980,253.57,21
CUST_014981,44.96,8
CUST_014982,107.88,6
CUST_014983,35.46,43
CUST_014984,2500.3,18
CUST_014985,28.39,37
CUST_014986,149.88,15
CUST_014987,465.59,48
CUST_014988,418.38,7
CUST_014989,347.7,40
CUST_014990,108.07,33
CUST_014991,573.12,34
CUST_014992,369.96,39
CUST_014993,183.52,4
CUST_014994,188.78,12
CUST_014995,109.52,19
CUST_014996,59.76,47
CUST_014997,511.4,16
CUST_014998,551.26,29
CUST_014999,61.31,9
CUST_015000,127.26,35
CUST_015001,128.58,15
CUST_015002,143.64,7
CUST_015003,158.27,6
CUST_015004,382.55,27
CUST_015005,70.3,10
CUST_015006,63.67,21
CUST_015007,511.13,8
CUST_015008,93.44,19
CUST_015009,41.97,30
CUST_015010,91.37,32
CUST_015011,106.69,6
CUST_015012,702.72,39
CUST_015013,374.21,38
CUST_015014,467.56,30
CUST_015015,336.96,44
CUST_015016,382.31,12
CUST_015017,74.58,3
CUST_015018,121.68,13
CUST_015019,55.15,18
CUST_015020,120.24,8
CUST_015021,294.15,32
CUST_015022,169.79,4
CUST_015023,550.86,43
CUST_015024,47.4,19
CUST_015025,244.75,18
CUST_015026,42.59,48
CUST_015027,163.07,38
CUST_015028,311.17,12
CUST_015029,119.76,13
CUST_015030,257.53,37
CUST_015031,56.84,1
CUST_015032,28.12,47
CUST_015033,259.05,18
CUST_015034,848.96,35
CUST_015035,54.81,27
CUST_015036,503.81,38
CUST_015037,155.0,24
CUST_015038,39.03,18
CUST_015039,47.87,36
CUST_015040,150.77,9
CUST_015041,99.04,40
CUST_015042,39.93,1
CUST_015043,27.27,4
CUST_015044,63.64,33
CUST_015045,180.15,27
CUST_015046,147.47,2
CUST_015047,89.91,5
CUST_015048,181.61,43
CUST_015049,419.9,19
CUST_015050,220.11,38
CUST_015051,131.46,43
CUST_015052,375.43,15
CUST_015053,56.83,26
CUST_015054,118.52,22
CUST_015055,121.38,19
CUST_015056,43.08,4
CUST_015057,97.53,20
CUST_015058,18.63,23
CUST_015059,1004.43,45
CUST_015060,58.12,6
CUST_015061,724.96,48
CUST_015062,154.17,49
CUST_015063,261.09,45
CUST_015064,91.03,38
CUST_015065,182.72,21
CUST_015066,284.43,25
CUST_015067,288.46,25
CUST_015068,322.07,26
CUST_015069,102.69,27
CUST_015070,91.8,29
CUST_015071,30.14,22
CUST_015072,250.44,41
CUST_015073,438.07,18
CUST_015074,746.94,24
CUST_015075,201.38,15
CUST_015076,68.96,6
CUST_015077,27.19,7
CUST_015078,420.59,29
CUST_015079,24.62,41
CUST_015080,105.57,44
CUST_015081,118.59,2
CUST_015082,138.45,14
CUST_015083,153.82,22
CUST_015084,170.4,15
CUST_015085,13.26,48
CUST_015086,150.6,48
CUST_015087,15.97,43
CUST_015088,308.65,13
CUST_015089,85.19,43
CUST_015090,17.17,1
CUST_015091,65.75,16
CUST_015092,83.93,13
CUST_015093,488.19,12
CUST_015094,180.66,38
CUST_015095,209.44,39
CUST_015096,483.58,13
CUST_015097,134.81,18
CUST_015098,315.51,8
CUST_015099,294.08,11
CUST_015100,41.0,6
CUST_015101,647.41,4
CUST_015102,35.86,28
CUST_015103,371.43,48
CUST_015104,32.55,23
CUST_015105,270.76,24
CUST_015106,955.19,21
CUST_015107,119.94,6
CUST_015108,114.85,25
CUST_015109,273.26,13
CUST_015110,106.76,39
CUST_015111,914.41,17
CUST_015112,179.86,15
CUST_015113,107.75,13
CUST_015114,86.46,16
CUST_015115,58.38,8
CUST_015116,79.22,38
CUST_015117,104.51,9
CUST_015118,91.14,3
CUST_015119,76.85,40
CUST_015120,1210.56,13
CUST_015121,52.98,43
CUST_015122,171.85,14
CUST_015123,268.41,35
CUST_015124,278.69,30
CUST_015125,139.97,21
CUST_015126,116.66,12
CUST_015127,233.12,25
CUST_015128,193.74,46
CUST_015129,114.55,20
CUST_015130,31.13,6
CUST_015131,92.95,23
CUST_015132,47.16,21
CUST_015133,76.16,32
CUST_015134,153.43,4
CUST_015135,212.46,40
CUST_015136,880.47,18
CUST_015137,86.71,32
CUST_015138,322.02,47
CUST_015139,201.53,42
CUST_015140,542.4,17
CUST_015141,264.07,41
CUST_015142,54.14,28
CUST_015143,26.49,29
CUST_015144,202.61,11
CUST_015145,87.49,13
CUST_015146,55.68,38
CUST_015147,41.78,22
CUST_015148,174.33,17
CUST_015149,670.29,47
CUST_015150,98.63,49
CUST_015151,267.81,10
CUST_015152,133.99,4
CUST_015153,40.88,44
CUST_015154,309.45,34
CUST_015155,49.67,1
CUST_015156,151.66,32
CUST_015157,105.48,38
CUST_015158,362.52,33
CUST_015159,51.51,31
CUST_015160,219.39,43
CUST_015161,64.08,5
CUST_015162,89.02,38
CUST_015163,3.91,5
CUST_015164,1202.43,36
CUST_015165,257.38,9
CUST_015166,68.9,48
CUST_015167,48.2,1
CUST_015168,90.41,18
CUST_015169,303.95,37
CUST_015170,22.37,14
CUST_015171,128.82,18
CUST_015172,871.87,18
CUST_015173,47.75,24
CUST_015174,160.84,39
CUST_015175,1343.87,24
CUST_015176,279.26,49
CUST_015177,168.33,14
CUST_015178,246.32,18
CUST_015179,99.4,45
CUST_015180,544.37,22
CUST_015181,99.55,1
CUST_015182,20.92,21
CUST_015183,100.35,27
CUST_015184,56.44,13
CUST_015185,112.03,47
CUST_015186,114.54,11
CUST_015187,491.48,42
CUST_015188,297.46,2
CUST_015189,193.11,4
CUST_015190,147.98,28
CUST_015191,51.48,30
CUST_015192,16.76,42
CUST_015193,166.19,41
CUST_015194,328.53,44
CUST_015195,133.18,48
CUST_015196,86.93,17
CUST_015197,236.16,33
CUST_015198,136.55,23
CUST_015199,800.91,29
CUST_015200,509.14,21
CUST_015201,387.42,14
CUST_015202,316.63,42
CUST_015203,40.85,3
CUST_015204,288.01,38
CUST_015205,216.23,14
CUST_015206,272.17,39
CUST_015207,242.89,44
CUST_015208,233.4,33
CUST_015209,2210.26,34
CUST_015210,137.53,3
CUST_015211,378.55,16
CUST_015212,92.67,40
CUST_015213,327.22,39
CUST_015214,379.68,4
CUST_015215,213.67,9
CUST_015216,787.8,8
CUST_015217,61.3,43
CUST_015218,91.17,3
CUST_015219,183.53,33
CUST_015220,358.1,41
CUST_015221,177.58,38
CUST_015222,536.87,4
CUST_015223,76.58,24
CUST_015224,47.44,2
CUST_015225,201.97,39
CUST_015226,137.39,1
CUST_015227,255.41,43
CUST_015228,144.4,20
CUST_015229,105.63,25
CUST_015230,137.7,30
CUST_015231,152.76,43
CUST_015232,109.4,41
CUST_015233,121.13,37
CUST_015234,99.13,10
CUST_015235,349.56,11
CUST_015236,180.19,13
CUST_015237,1417.65,13
CUST_015238,174.29,37
CUST_015239,85.55,35
CUST_015240,2144.53,16
CUST_015241,224.44,35
CUST_015242,399.46,49
CUST_015243,268.3,47
CUST_015244,276.72,14
CUST_015245,253.57,1
CUST_015246,49.3,4
CUST_015247,214.33,38
CUST_015248,39.45,1
CUST_015249,124.67,31
CUST_015250,71.84,1
CUST_015251,212.19,30
CUST_015252,207.29,34
CUST_015253,240.12,9
CUST_015254,197.81,13
CUST_015255,80.9,45
CUST_015256,114.32,12
CUST_015257,372.56,48
CUST_015258,431.75,9
CUST_015259,47.14,30
CUST_015260,32.11,24
CUST_015261,71.74,16
CUST_015262,422.09,4
CUST_015263,500.14,30
CUST_015264,58.87,20
CUST_015265,201.81,47
CUST_015266,929.3,26
CUST_015267,224.82,33
CUST_015268,614.93,15
CUST_015269,402.92,40
CUST_015270,59.73,15
CUST_015271,122.73,38
CUST_015272,153.66,36
CUST_015273,164.7,17
CUST_015274,371.05,23
CUST_015275,223.34,34
CUST_015276,7.88,25
CUST_015277,39.93,35
CUST_015278,16.65,38
CUST_015279,176.86,5
CUST_015280,188.76,11
CUST_015281,197.0,14
CUST_015282,56.89,3
CUST_015283,291.24,24
CUST_015284,303.77,33
CUST_015285,42.3,27
CUST_015286,34.26,25
CUST_015287,148.39,20
CUST_015288,890.5,36
CUST_015289,812.2,11
CUST_015290,260.71,40
CUST_015291,71.52,13
CUST_015292,360.27,17
CUST_015293,94.4,48
CUST_015294,68.89,39
CUST_015295,17.39,6
CUST_015296,164.41,10
CUST_015297,79.05,46
CUST_015298,163.44,25
CUST_015299,14.89,5
CUST_015300,175.88,7
CUST_015301,13.05,47
CUST_015302,440.51,19
CUST_015303,250.11,4
CUST_015304,112.32,10
CUST_015305,260.53,44
CUST_015306,55.81,48
CUST_015307,159.55,18
CUST_015308,328.58,47
CUST_015309,6.72,25
CUST_015310,94.9,30
CUST_015311,145.09,28
CUST_015312,121.96,25
CUST_015313,637.21,30
CUST_015314,48.24,3
CUST_015315,79.75,9
CUST_015316,21.85,41
CUST_015317,672.02,12
CUST_015318,116.01,8
CUST_015319,95.74,6
CUST_015320,140.82,7
CUST_015321,280.41,7
CUST_015322,210.05,38
CUST_015323,2096.21,9
CUST_015324,233.68,1
CUST_015325,93.2,20
CUST_015326,84.66,16
CUST_015327,100.21,26
CUST_015328,33.05,45
CUST_015329,154.45,12
CUST_015330,324.88,20
CUST_015331,80.37,48
CUST_015332,66.2,30
CUST_015333,675.83,23
CUST_015334,35.64,37
CUST_015335,18.77,30
CUST_015336,46.86,15
CUST_015337,31.8,25
CUST_015338,218.38,47
CUST_015339,103.47,36
CUST_015340,119.14,28
CUST_015341,470.09,17
CUST_015342,74.34,49
CUST_015343,322.17,14
CUST_015344,672.72,49
CUST_015345,94.1,35
CUST_015346,310.14,18
CUST_015347,116.53,9
CUST_015348,373.94,41
CUST_015349,30.83,26
CUST_015350,28.63,37
CUST_015351,100.36,31
CUST_015352,61.01,28
CUST_015353,88.53,16
CUST_015354,119.16,44
CUST_015355,304.91,48
CUST_015356,98.73,46
CUST_015357,65.11,23
CUST_015358,104.43,3
CUST_015359,68.78,37
CUST_015360,58.32,44
CUST_015361,29.58,24
CUST_015362,159.09,5
CUST_015363,84.04,44
CUST_015364,390.05,2
CUST_015365,34.9,31
CUST_015366,86.31,40
CUST_015367,909.51,30
CUST_015368,58.0,27
CUST_015369,117.15,39
CUST_015370,44.0,9
CUST_015371,38.54,41
CUST_015372,697.37,29
CUST_015373,176.1,37
CUST_015374,169.64,15
CUST_015375,27.21,30
CUST_015376,212.46,48
CUST_015377,472.21,23
CUST_015378,468.47,44
CUST_015379,289.55,21
CUST_015380,47.97,47
CUST_015381,202.98,19
CUST_015382,289.33,14
CUST_015383,24.67,2
CUST_015384,48.36,11
CUST_015385,360.74,32
CUST_015386,356.4,48
CUST_015387,31.55,9
CUST_015388,328.66,30
CUST_015389,163.25,34
CUST_015390,324.09,34
CUST_015391,78.69,34
CUST_015392,282.93,39
CUST_015393,345.1,2
CUST_015394,104.45,11
CUST_015395,151.07,15
CUST_015396,77.59,38
CUST_015397,774.05,25
CUST_015398,131.59,36
CUST_015399,59.03,24
CUST_015400,72.54,15
CUST_015401,168.47,15
CUST_015402,315.24,30
CUST_015403,39.02,30
CUST_015404,941.67,49
CUST_015405,202.08,48
CUST_015406,236.62,3
CUST_015407,134.67,2
CUST_015408,151.3,25
CUST_015409,127.96,7
CUST_015410,410.67,36
CUST_015411,147.24,27
CUST_015412,319.59,7
CUST_015413,96.17,9
CUST_015414,180.48,5
CUST_015415,66.43,48
CUST_015416,500.96,30
CUST_015417,64.47,17
CUST_015418,107.23,41
CUST_015419,108.31,28
CUST_015420,104.17,10
CUST_015421,305.67,3
CUST_015422,108.13,43
CUST_015423,598.2,11
CUST_015424,65.47,25
CUST_015425,175.81,8
CUST_015426,68.32,28
CUST_015427,226.1,47
CUST_015428,146.06,13
CUST_015429,127.1,48
CUST_015430,487.1,22
CUST_015431,77.14,5
CUST_015432,266.8,33
CUST_015433,68.79,42
CUST_015434,166.12,34
CUST_015435,44.9,5
CUST_015436,76.51,32
CUST_015437,136.71,13
CUST_015438,911.1,33
CUST_015439,164.15,6
CUST_015440,776.4,44
CUST_015441,184.99,2
CUST_015442,100.78,15
CUST_015443,691.84,41
CUST_015444,229.76,38
CUST_015445,78.04,35
CUST_015446,237.6,41
CUST_015447,110.76,1
CUST_015448,20.31,37
CUST_015449,378.41,3
CUST_015450,443.6,38
CUST_015451,932.57,37
CUST_015452,226.36,10
CUST_015453,115.73,44
CUST_015454,342.06,34
CUST_015455,347.17,34
CUST_015456,763.78,10
CUST_015457,141.94,22
CUST_015458,125.77,34
CUST_015459,72.56,34
CUST_015460,254.03,41
CUST_015461,31.56,14
CUST_015462,322.49,25
CUST_015463,267.16,23
CUST_015464,266.42,41
CUST_015465,170.41,2
CUST_015466,687.44,34
CUST_015467,354.96,35
CUST_015468,80.88,24
CUST_015469,82.34,16
CUST_015470,61.58,21
CUST_015471,257.57,17
CUST_015472,54.59,32
CUST_015473,438.51,14
CUST_015474,557.23,28
CUST_015475,61.62,33
CUST_015476,123.28,7
CUST_015477,150.9,14
CUST_015478,359.24,6
CUST_015479,742.0,11
CUST_015480,27.51,27
CUST_015481,107.97,26
CUST_015482,113.75,34
CUST_015483,36.57,25
CUST_015484,91.37,36
CUST_015485,227.64,18
CUST_015486,112.32,28
CUST_015487,31.67,10
CUST_015488,2628.27,36
CUST_015489,193.67,42
CUST_015490,165.95,38
CUST_015491,49.5,42
CUST_015492,192.62,47
CUST_015493,125.94,9
CUST_015494,22.45,39
CUST_015495,50.89,21
CUST_015496,328.63,26
CUST_015497,1036.93,35
CUST_015498,214.25,33
CUST_015499,447.23,25
CUST_015500,127.01,3
CUST_015501,136.11,19
CUST_015502,441.85,12
CUST_015503,782.72,30
CUST_015504,545.17,34
CUST_015505,51.09,48
CUST_015506,138.8,41
CUST_015507,195.88,8
CUST_015508,114.47,42
CUST_015509,218.73,47
CUST_015510,337.17,14
CUST_015511,404.56,11
CUST_015512,801.01,45
CUST_015513,106.76,40
CUST_015514,37.94,45
CUST_015515,212.35,44
CUST_015516,976.34,8
CUST_015517,92.11,44
CUST_015518,294.96,19
CUST_015519,297.6,21
CUST_015520,179.73,19
CUST_015521,149.44,33
CUST_015522,58.94,22
CUST_015523,15.16,41
CUST_015524,48.82,49
CUST_015525,100.45,3
CUST_015526,444.71,38
CUST_015527,133.87,9
CUST_015528,88.32,41
CUST_015529,60.89,31
CUST_015530,286.23,48
CUST_015531,577.3,27
CUST_015532,429.85,20
CUST_015533,272.09,11
CUST_015534,33.93,37
CUST_015535,104.41,17
CUST_015536,1040.34,28
CUST_015537,455.75,46
CUST_015538,31.9,3
CUST_015539,140.39,3
CUST_015540,213.39,22
CUST_015541,69.26,16
CUST_015542,14.74,10
CUST_015543,163.83,2
CUST_015544,67.51,49
CUST_015545,67.77,46
CUST_015546,104.1,45
CUST_015547,129.84,12
CUST_015548,147.07,36
CUST_015549,61.31,14
CUST_015550,119.08,41
CUST_015551,25.6,16
CUST_015552,202.56,11
CUST_015553,8.53,39
CUST_015554,111.11,41
CUST_015555,372.11,23
CUST_015556,51.45,29
CUST_015557,303.82,11
CUST_015558,471.41,10
CUST_015559,5.43,37
CUST_015560,127.57,44
CUST_015561,8.37,16
CUST_015562,131.87,15
CUST_015563,147.35,25
CUST_015564,12.4,34
CUST_015565,1017.23,4
CUST_015566,197.55,12
CUST_015567,63.5,16
CUST_015568,642.51,22
CUST_015569,24.64,6
CUST_015570,43.42,33
CUST_015571,14.89,19
CUST_015572,898.79,48
CUST_015573,206.92,15
CUST_015574,286.98,47
CUST_015575,200.54,28
CUST_015576,263.42,16
CUST_015577,160.47,39
CUST_015578,194.6,44
CUST_015579,165.27,46
CUST_015580,80.75,7
CUST_015581,141.65,45
CUST_015582,195.12,25
CUST_015583,165.76,36
CUST_015584,33.86,12
CUST_015585,38.67,34
CUST_015586,438.27,36
CUST_015587,109.18,3
CUST_015588,266.33,41
CUST_015589,49.79,48
CUST_015590,34.02,12
CUST_015591,63.84,41
CUST_015592,118.8,47
CUST_015593,76.31,20
CUST_015594,541.28,25
CUST_015595,177.6,29
CUST_015596,942.88,30
CUST_015597,222.38,28
CUST_015598,13.3,19
CUST_015599,426.68,49
CUST_015600,32.8,2
CUST_015601,186.89,21
CUST_015602,68.4,13
CUST_015603,1264.85,48
CUST_015604,626.15,41
CUST_015605,70.68,14
CUST_015606,130.67,31
CUST_015607,189.54,17
CUST_015608,351.92,12
CUST_015609,152.8,45
CUST_015610,53.26,16
CUST_015611,72.42,23
CUST_015612,147.75,16
CUST_015613,510.02,21
CUST_015614,227.66,45
CUST_015615,68.48,38
CUST_015616,283.83,44
CUST_015617,100.79,11
CUST_015618,361.55,12
CUST_015619,1857.54,26
CUST_015620,103.67,26
CUST_015621,330.83,34
CUST_015622,70.43,16
CUST_015623,132.65,15
CUST_015624,152.87,6
CUST_015625,122.28,10
CUST_015626,1742.39,48
CUST_015627,109.22,46
CUST_015628,266.89,19
CUST_015629,21.54,6
CUST_015630,228.61,34
CUST_015631,465.01,11
CUST_015632,87.57,3
CUST_015633,12.06,12
CUST_015634,142.79,33
CUST_015635,150.99,31
CUST_015636,306.15,40
CUST_015637,1108.66,26
CUST_015638,101.49,33
CUST_015639,63.04,42
CUST_015640,46.2,9
CUST_015641,180.92,41
CUST_015642,239.69,30
CUST_015643,86.0,7
CUST_015644,323.33,10
CUST_015645,236.37,40
CUST_015646,154.97,18
CUST_015647,60.19,42
CUST_015648,91.66,17
CUST_015649,13.07,28
CUST_015650,187.88,7
CUST_015651,152.37,26
CUST_015652,179.2,14
CUST_015653,245.75,3
CUST_015654,218.29,48
CUST_015655,132.9,33
CUST_015656,155.81,8
CUST_015657,36.44,33
CUST_015658,82.79,39
CUST_015659,156.1,43
CUST_015660,71.1,29
CUST_015661,350.78,8
CUST_015662,76.81,37
CUST_015663,184.25,24
CUST_015664,166.76,14
CUST_015665,313.02,13
CUST_015666,365.33,49
CUST_015667,297.09,6
CUST_015668,18.07,45
CUST_015669,489.87,7
CUST_015670,683.56,44
CUST_015671,91.64,46
CUST_015672,188.04,21
CUST_015673,60.9,3
CUST_015674,21.15,38
CUST_015675,70.9,22
CUST_015676,86.48,13
CUST_015677,104.08,36
CUST_015678,56.89,31
CUST_015679,71.28,29
CUST_015680,146.79,14
CUST_015681,68.7,41
CUST_015682,255.58,14
CUST_015683,293.44,5
CUST_015684,1604.21,2
CUST_015685,457.46,18
CUST_015686,189.26,17
CUST_015687,79.82,40
CUST_015688,199.09,6
CUST_015689,205.74,28
CUST_015690,88.83,19
CUST_015691,324.97,28
CUST_015692,36.67,48
CUST_015693,116.23,26
CUST_015694,258.75,4
CUST_015695,111.32,47
CUST_015696,120.69,47
CUST_015697,129.31,32
CUST_015698,64.35,16
CUST_015699,480.06,6
CUST_015700,53.62,19
CUST_015701,204.01,16
CUST_015702,224.45,48
CUST_015703,57.48,23
CUST_015704,159.67,40
CUST_015705,59.76,39
CUST_015706,596.48,10
CUST_015707,47.52,21
CUST_015708,77.18,17
CUST_015709,43.63,19
CUST_015710,38.18,41
CUST_015711,728.67,27
CUST_015712,255.39,19
CUST_015713,170.77,14
CUST_015714,76.97,4
CUST_015715,367.83,28
CUST_015716,65.09,9
CUST_015717,328.21,34
CUST_015718,62.02,24
CUST_015719,77.91,48
CUST_015720,316.8,24
CUST_015721,352.07,7
CUST_015722,269.74,25
CUST_015723,51.95,39
CUST_015724,94.94,36
CUST_015725,173.63,18
CUST_015726,63.48,9
CUST_015727,584.62,18
CUST_015728,13.44,45
CUST_015729,68.12,25
CUST_015730,89.16,44
CUST_015731,8.64,15
CUST_015732,36.74,7
CUST_015733,277.35,39
CUST_015734,152.98,8
CUST_015735,715.61,7
CUST_015736,695.91,16
CUST_015737,228.85,23
CUST_015738,203.01,40
CUST_015739,158.53,16
CUST_015740,10.43,37
CUST_015741,36.8,35
CUST_015742,164.13,20
CUST_015743,274.8,48
CUST_015744,198.28,25
CUST_015745,60.8,44
CUST_015746,378.95,16
CUST_015747,653.57,24
CUST_015748,379.17,39
CUST_015749,399.25,35
