transaction_id,timestamp,status,payment_method,customer_type,region,device_type,error_message,amount
TXN-101794,2026-01-09 05:54:00,success,credit_card,SMB,APAC,mobile_ios,None,421.15
TXN-101795,2026-01-09 05:55:00,success,credit_card,Enterprise,US,web,None,2203.68
TXN-101796,2026-01-09 05:56:00,success,debit_card,Startup,EU,web,None,65.06
TXN-101797,2026-01-09 05:57:00,success,credit_card,SMB,US,web,None,341.92
TXN-101798,2026-01-09 05:58:00,success,credit_card,SMB,LATAM,mobile_ios,None,140.04
TXN-101799,2026-01-09 05:59:00,success,credit_card,Startup,US,mobile_ios,None,36.84
TXN-101800,2026-01-09 06:00:00,success,bank_transfer,Enterprise,EU,web,None,509.08
TXN-101801,2026-01-09 06:01:00,success,debit_card,SMB,EU,web,None,240.29
TXN-101802,2026-01-09 06:02:00,success,credit_card,SMB,US,web,None,444.9
TXN-101803,2026-01-09 06:03:00,success,credit_card,SMB,US,mobile_ios,None,338.82
TXN-101804,2026-01-09 06:04:00,success,credit_card,Startup,US,web,None,49.79
TXN-101805,2026-01-09 06:05:00,success,debit_card,Startup,APAC,web,None,88.08
TXN-101806,2026-01-09 06:06:00,success,debit_card,SMB,US,web,None,190.96
TXN-101807,2026-01-09 06:07:00,success,credit_card,Startup,EU,web,None,54.84
TXN-101808,2026-01-09 06:08:00,success,credit_card,Startup,EU,mobile_android,None,62.16
TXN-101809,2026-01-09 06:09:00,success,credit_card,SMB,US,web,None,111.72
TXN-101810,2026-01-09 06:10:00,failed,debit_card,SMB,US,web,User cancelled,298.92
TXN-101811,2026-01-09 06:11:00,success,debit_card,SMB,LATAM,mobile_ios,None,209.04
TXN-101812,2026-01-09 06:12:00,success,credit_card,Startup,US,mobile_ios,None,39.29
TXN-101813,2026-01-09 06:13:00,success,credit_card,Startup,US,mobile_ios,None,31.62
TXN-101814,2026-01-09 06:14:00,success,credit_card,SMB,EU,mobile_ios,None,356.4
TXN-101815,2026-01-09 06:15:00,success,bank_transfer,Startup,US,web,None,74.42
TXN-101816,2026-01-09 06:16:00,success,credit_card,SMB,EU,web,None,343.43
TXN-101817,2026-01-09 06:17:00,success,debit_card,SMB,US,mobile_ios,None,477.18
TXN-101818,2026-01-09 06:18:00,success,debit_card,Startup,LATAM,mobile_android,None,47.87
TXN-101819,2026-01-09 06:19:00,success,credit_card,Enterprise,US,web,None,1408.86
TXN-101820,2026-01-09 06:20:00,success,credit_card,Enterprise,LATAM,mobile_ios,None,2320.75
TXN-101821,2026-01-09 06:21:00,success,credit_card,SMB,US,web,None,103.85
TXN-101822,2026-01-09 06:22:00,success,debit_card,SMB,US,web,None,478.07
TXN-101823,2026-01-09 06:23:00,success,debit_card,SMB,LATAM,mobile_ios,None,304.0
TXN-101824,2026-01-09 06:24:00,success,debit_card,SMB,US,mobile_ios,None,340.23
TXN-101825,2026-01-09 06:25:00,success,credit_card,Startup,US,web,None,29.31
TXN-101826,2026-01-09 06:26:00,success,credit_card,Startup,US,web,None,51.16
TXN-101827,2026-01-09 06:27:00,success,bank_transfer,SMB,LATAM,web,None,277.65
TXN-101828,2026-01-09 06:28:00,success,debit_card,SMB,US,web,None,307.5
TXN-101829,2026-01-09 06:29:00,success,credit_card,Startup,APAC,web,None,95.76
TXN-101830,2026-01-09 06:30:00,success,bank_transfer,SMB,EU,mobile_ios,None,187.38
TXN-101831,2026-01-09 06:31:00,success,debit_card,SMB,US,web,None,465.84
TXN-101832,2026-01-09 06:32:00,success,debit_card,SMB,US,mobile_ios,None,490.34
TXN-101833,2026-01-09 06:33:00,success,debit_card,SMB,LATAM,mobile_android,None,269.94
TXN-101834,2026-01-09 06:34:00,success,crypto,SMB,EU,web,None,198.87
TXN-101835,2026-01-09 06:35:00,success,debit_card,SMB,EU,web,None,284.74
TXN-101836,2026-01-09 06:36:00,success,credit_card,SMB,US,mobile_ios,None,140.63
TXN-101837,2026-01-09 06:37:00,success,credit_card,Startup,US,web,None,48.37
TXN-101838,2026-01-09 06:38:00,success,bank_transfer,Startup,EU,mobile_ios,None,24.68
TXN-101839,2026-01-09 06:39:00,success,credit_card,SMB,EU,web,None,221.7
TXN-101840,2026-01-09 06:40:00,success,credit_card,Startup,EU,mobile_android,None,25.04
TXN-101841,2026-01-09 06:41:00,success,credit_card,Enterprise,US,web,None,532.64
TXN-101842,2026-01-09 06:42:00,success,credit_card,SMB,LATAM,mobile_android,None,334.31
TXN-101843,2026-01-09 06:43:00,success,debit_card,Startup,US,mobile_android,None,23.09
TXN-101844,2026-01-09 06:44:00,success,bank_transfer,SMB,US,web,None,280.27
TXN-101845,2026-01-09 06:45:00,success,credit_card,SMB,LATAM,mobile_ios,None,226.29
TXN-101846,2026-01-09 06:46:00,success,credit_card,SMB,EU,web,None,213.11
TXN-101847,2026-01-09 06:47:00,success,credit_card,Startup,US,web,None,48.07
TXN-101848,2026-01-09 06:48:00,success,crypto,SMB,APAC,web,None,261.17
TXN-101849,2026-01-09 06:49:00,success,debit_card,Startup,EU,web,None,93.06
TXN-101850,2026-01-09 06:50:00,success,credit_card,Startup,US,mobile_android,None,56.63
TXN-101851,2026-01-09 06:51:00,success,crypto,Startup,EU,web,None,28.0
TXN-101852,2026-01-09 06:52:00,success,crypto,SMB,US,mobile_ios,None,169.53
TXN-101853,2026-01-09 06:53:00,success,crypto,Enterprise,US,mobile_ios,None,1733.7
TXN-101854,2026-01-09 06:54:00,success,bank_transfer,SMB,US,mobile_android,None,489.62
TXN-101855,2026-01-09 06:55:00,success,credit_card,SMB,EU,mobile_ios,None,314.25
TXN-101856,2026-01-09 06:56:00,success,debit_card,Startup,US,mobile_android,None,40.11
TXN-101857,2026-01-09 06:57:00,success,credit_card,SMB,APAC,web,None,286.75
TXN-101858,2026-01-09 06:58:00,success,crypto,Startup,EU,web,None,84.49
TXN-101859,2026-01-09 06:59:00,success,debit_card,SMB,US,mobile_android,None,370.67
TXN-101860,2026-01-09 07:00:00,success,debit_card,Startup,EU,mobile_ios,None,81.97
TXN-101861,2026-01-09 07:01:00,success,debit_card,SMB,APAC,web,None,157.04
TXN-101862,2026-01-09 07:02:00,success,credit_card,SMB,EU,mobile_android,None,309.41
TXN-101863,2026-01-09 07:03:00,success,credit_card,Startup,US,mobile_android,None,63.66
TXN-101864,2026-01-09 07:04:00,success,bank_transfer,SMB,US,web,None,356.03
TXN-101865,2026-01-09 07:05:00,success,bank_transfer,Enterprise,APAC,mobile_ios,None,1817.47
TXN-101866,2026-01-09 07:06:00,success,credit_card,SMB,US,mobile_ios,None,218.65
TXN-101867,2026-01-09 07:07:00,success,credit_card,SMB,US,web,None,137.64
TXN-101868,2026-01-09 07:08:00,success,credit_card,Startup,EU,mobile_ios,None,98.6
TXN-101869,2026-01-09 07:09:00,success,debit_card,Startup,US,mobile_android,None,75.85
TXN-101870,2026-01-09 07:10:00,success,crypto,Enterprise,LATAM,mobile_ios,None,1818.34
TXN-101871,2026-01-09 07:11:00,success,credit_card,SMB,APAC,mobile_ios,None,339.21
TXN-101872,2026-01-09 07:12:00,success,credit_card,SMB,EU,web,None,387.7
TXN-101873,2026-01-09 07:13:00,success,crypto,Startup,APAC,mobile_ios,None,94.66
TXN-101874,2026-01-09 07:14:00,success,debit_card,Startup,EU,web,None,38.23
TXN-101875,2026-01-09 07:15:00,success,credit_card,Startup,APAC,web,None,38.45
TXN-101876,2026-01-09 07:16:00,success,debit_card,SMB,EU,web,None,128.46
TXN-101877,2026-01-09 07:17:00,success,credit_card,Enterprise,US,mobile_ios,None,1143.08
TXN-101878,2026-01-09 07:18:00,success,credit_card,SMB,LATAM,web,None,118.65
TXN-101879,2026-01-09 07:19:00,success,debit_card,SMB,APAC,mobile_android,None,118.44
TXN-101880,2026-01-09 07:20:00,success,debit_card,Startup,LATAM,mobile_ios,None,54.21
TXN-101881,2026-01-09 07:21:00,success,crypto,SMB,EU,web,None,227.51
TXN-101882,2026-01-09 07:22:00,success,debit_card,Startup,US,mobile_android,None,78.69
TXN-101883,2026-01-09 07:23:00,success,debit_card,SMB,US,web,None,406.95
TXN-101884,2026-01-09 07:24:00,success,credit_card,Startup,US,mobile_ios,None,54.83
TXN-101885,2026-01-09 07:25:00,success,credit_card,Enterprise,US,web,None,930.36
TXN-101886,2026-01-09 07:26:00,success,credit_card,Enterprise,US,mobile_android,None,2294.1
TXN-101887,2026-01-09 07:27:00,success,credit_card,Enterprise,EU,web,None,1643.38
TXN-101888,2026-01-09 07:28:00,success,debit_card,Startup,EU,web,None,51.54
TXN-101889,2026-01-09 07:29:00,success,bank_transfer,Enterprise,US,web,None,1931.44
TXN-101890,2026-01-09 07:30:00,success,credit_card,Startup,EU,web,None,68.05
TXN-101891,2026-01-09 07:31:00,success,credit_card,SMB,US,web,None,434.62
TXN-101892,2026-01-09 07:32:00,success,crypto,SMB,EU,web,None,174.82
TXN-101893,2026-01-09 07:33:00,success,credit_card,Startup,LATAM,mobile_ios,None,39.88
TXN-101894,2026-01-09 07:34:00,success,debit_card,SMB,EU,mobile_android,None,320.97
TXN-101895,2026-01-09 07:35:00,success,debit_card,SMB,US,mobile_ios,None,452.08
TXN-101896,2026-01-09 07:36:00,success,debit_card,SMB,EU,web,None,186.04
TXN-101897,2026-01-09 07:37:00,success,credit_card,Startup,APAC,web,None,27.71
TXN-101898,2026-01-09 07:38:00,success,credit_card,SMB,EU,web,None,112.47
TXN-101899,2026-01-09 07:39:00,success,debit_card,SMB,LATAM,web,None,410.12
TXN-101900,2026-01-09 07:40:00,success,debit_card,SMB,US,mobile_ios,None,310.84
TXN-101901,2026-01-09 07:41:00,success,credit_card,SMB,US,mobile_ios,None,478.02
TXN-101902,2026-01-09 07:42:00,success,debit_card,SMB,US,web,None,410.15
TXN-101903,2026-01-09 07:43:00,success,credit_card,SMB,APAC,mobile_android,None,260.32
TXN-101904,2026-01-09 07:44:00,success,debit_card,Startup,EU,web,None,60.55
TXN-101905,2026-01-09 07:45:00,success,credit_card,SMB,US,mobile_ios,None,102.6
TXN-101906,2026-01-09 07:46:00,success,bank_transfer,Startup,US,web,None,36.4
TXN-101907,2026-01-09 07:47:00,success,credit_card,Startup,EU,web,None,91.9
TXN-101908,2026-01-09 07:48:00,success,credit_card,Startup,LATAM,mobile_ios,None,67.93
TXN-101909,2026-01-09 07:49:00,success,credit_card,Enterprise,US,mobile_ios,None,836.19
TXN-101910,2026-01-09 07:50:00,success,credit_card,SMB,US,web,None,421.97
TXN-101911,2026-01-09 07:51:00,success,crypto,Startup,EU,web,None,27.63
TXN-101912,2026-01-09 07:52:00,success,bank_transfer,Enterprise,US,web,None,672.03
TXN-101913,2026-01-09 07:53:00,success,credit_card,Enterprise,EU,web,None,1024.53
TXN-101914,2026-01-09 07:54:00,success,credit_card,Startup,EU,web,None,58.09
TXN-101915,2026-01-09 07:55:00,success,debit_card,SMB,EU,web,None,371.22
TXN-101916,2026-01-09 07:56:00,success,crypto,SMB,LATAM,web,None,145.31
TXN-101917,2026-01-09 07:57:00,success,debit_card,SMB,US,web,None,435.88
TXN-101918,2026-01-09 07:58:00,success,credit_card,Startup,APAC,web,None,39.51
TXN-101919,2026-01-09 07:59:00,success,credit_card,SMB,LATAM,web,None,179.94
TXN-101920,2026-01-09 08:00:00,success,debit_card,Startup,US,web,None,70.11
TXN-101921,2026-01-09 08:01:00,success,credit_card,SMB,US,web,None,450.51
TXN-101922,2026-01-09 08:02:00,success,debit_card,SMB,APAC,mobile_ios,None,122.04
TXN-101923,2026-01-09 08:03:00,failed,credit_card,SMB,EU,web,Insufficient funds,188.39
TXN-101924,2026-01-09 08:04:00,success,debit_card,SMB,US,web,None,325.29
TXN-101925,2026-01-09 08:05:00,success,credit_card,SMB,US,mobile_android,None,100.74
TXN-101926,2026-01-09 08:06:00,success,debit_card,SMB,EU,web,None,171.91
TXN-101927,2026-01-09 08:07:00,success,credit_card,Startup,US,mobile_ios,None,95.18
TXN-101928,2026-01-09 08:08:00,success,debit_card,SMB,EU,web,None,453.63
TXN-101929,2026-01-09 08:09:00,success,credit_card,SMB,EU,mobile_ios,None,309.68
TXN-101930,2026-01-09 08:10:00,success,debit_card,SMB,APAC,web,None,352.87
TXN-101931,2026-01-09 08:11:00,success,debit_card,Startup,EU,web,None,36.28
TXN-101932,2026-01-09 08:12:00,success,debit_card,SMB,EU,web,None,254.69
TXN-101933,2026-01-09 08:13:00,success,debit_card,SMB,EU,mobile_android,None,278.87
TXN-101934,2026-01-09 08:14:00,success,debit_card,Startup,US,mobile_ios,None,88.24
TXN-101935,2026-01-09 08:15:00,success,crypto,SMB,APAC,web,None,177.87
TXN-101936,2026-01-09 08:16:00,success,credit_card,SMB,EU,mobile_ios,None,126.11
TXN-101937,2026-01-09 08:17:00,success,crypto,SMB,APAC,web,None,429.94
TXN-101938,2026-01-09 08:18:00,success,credit_card,Startup,APAC,web,None,55.01
TXN-101939,2026-01-09 08:19:00,success,credit_card,SMB,EU,web,None,376.33
TXN-101940,2026-01-09 08:20:00,success,credit_card,Enterprise,US,web,None,2109.49
TXN-101941,2026-01-09 08:21:00,success,credit_card,Startup,LATAM,mobile_ios,None,29.83
TXN-101942,2026-01-09 08:22:00,success,debit_card,Enterprise,US,mobile_ios,None,1416.92
TXN-101943,2026-01-09 08:23:00,success,debit_card,Startup,LATAM,mobile_android,None,85.11
TXN-101944,2026-01-09 08:24:00,success,debit_card,Enterprise,US,mobile_android,None,2401.86
TXN-101945,2026-01-09 08:25:00,success,credit_card,SMB,US,web,None,126.85
TXN-101946,2026-01-09 08:26:00,success,credit_card,Enterprise,APAC,mobile_ios,None,1850.72
TXN-101947,2026-01-09 08:27:00,success,credit_card,SMB,APAC,mobile_android,None,467.04
TXN-101948,2026-01-09 08:28:00,success,credit_card,SMB,APAC,mobile_android,None,181.41
TXN-101949,2026-01-09 08:29:00,success,credit_card,Enterprise,US,web,None,2429.33
TXN-101950,2026-01-09 08:30:00,success,credit_card,SMB,APAC,mobile_android,None,235.75
TXN-101951,2026-01-09 08:31:00,success,credit_card,Startup,EU,web,None,81.01
TXN-101952,2026-01-09 08:32:00,success,debit_card,SMB,EU,web,None,335.93
TXN-101953,2026-01-09 08:33:00,success,debit_card,Startup,LATAM,web,None,46.84
TXN-101954,2026-01-09 08:34:00,success,bank_transfer,Startup,EU,mobile_android,None,69.28
TXN-101955,2026-01-09 08:35:00,success,bank_transfer,Startup,US,web,None,28.39
TXN-101956,2026-01-09 08:36:00,success,debit_card,Startup,EU,web,None,99.65
TXN-101957,2026-01-09 08:37:00,success,credit_card,SMB,EU,mobile_ios,None,348.17
TXN-101958,2026-01-09 08:38:00,success,debit_card,Startup,APAC,web,None,85.86
TXN-101959,2026-01-09 08:39:00,success,debit_card,Startup,US,web,None,55.33
TXN-101960,2026-01-09 08:40:00,success,credit_card,Startup,APAC,web,None,91.01
TXN-101961,2026-01-09 08:41:00,success,credit_card,Enterprise,APAC,web,None,1023.2
TXN-101962,2026-01-09 08:42:00,success,crypto,Startup,US,web,None,64.06
TXN-101963,2026-01-09 08:43:00,success,credit_card,Startup,US,web,None,67.54
TXN-101964,2026-01-09 08:44:00,success,debit_card,Startup,EU,web,None,57.2
TXN-101965,2026-01-09 08:45:00,success,debit_card,Enterprise,APAC,mobile_android,None,2294.2
TXN-101966,2026-01-09 08:46:00,success,credit_card,SMB,EU,web,None,173.26
TXN-101967,2026-01-09 08:47:00,success,credit_card,Startup,APAC,web,None,36.54
TXN-101968,2026-01-09 08:48:00,failed,credit_card,SMB,EU,web,Insufficient funds,390.78
TXN-101969,2026-01-09 08:49:00,success,credit_card,SMB,EU,mobile_ios,None,456.59
TXN-101970,2026-01-09 08:50:00,success,credit_card,Startup,US,web,None,86.44
TXN-101971,2026-01-09 08:51:00,failed,crypto,Enterprise,US,web,Network timeout,2165.19
TXN-101972,2026-01-09 08:52:00,success,credit_card,SMB,EU,web,None,398.65
TXN-101973,2026-01-09 08:53:00,success,credit_card,SMB,APAC,mobile_ios,None,175.54
TXN-101974,2026-01-09 08:54:00,success,credit_card,SMB,EU,mobile_android,None,400.8
TXN-101975,2026-01-09 08:55:00,success,bank_transfer,SMB,EU,web,None,292.36
TXN-101976,2026-01-09 08:56:00,success,credit_card,SMB,EU,mobile_ios,None,208.32
TXN-101977,2026-01-09 08:57:00,success,credit_card,Enterprise,US,web,None,1139.33
TXN-101978,2026-01-09 08:58:00,success,crypto,SMB,EU,web,None,266.57
TXN-101979,2026-01-09 08:59:00,success,crypto,Startup,EU,web,None,74.07
TXN-101980,2026-01-09 09:00:00,success,credit_card,SMB,EU,mobile_android,None,365.47
TXN-101981,2026-01-09 09:01:00,success,crypto,SMB,EU,mobile_ios,None,257.28
TXN-101982,2026-01-09 09:02:00,success,credit_card,Enterprise,APAC,web,None,1707.91
TXN-101983,2026-01-09 09:03:00,success,credit_card,Startup,US,web,None,38.75
TXN-101984,2026-01-09 09:04:00,success,credit_card,Startup,US,mobile_ios,None,23.0
TXN-101985,2026-01-09 09:05:00,success,credit_card,SMB,US,web,None,194.08
TXN-101986,2026-01-09 09:06:00,success,debit_card,SMB,APAC,web,None,166.78
TXN-101987,2026-01-09 09:07:00,success,credit_card,SMB,US,mobile_ios,None,352.34
TXN-101988,2026-01-09 09:08:00,success,credit_card,Startup,US,web,None,82.88
TXN-101989,2026-01-09 09:09:00,success,debit_card,SMB,LATAM,mobile_ios,None,316.13
TXN-101990,2026-01-09 09:10:00,success,debit_card,SMB,EU,web,None,498.01
TXN-101991,2026-01-09 09:11:00,success,credit_card,Startup,US,web,None,88.84
TXN-101992,2026-01-09 09:12:00,success,debit_card,Startup,EU,mobile_android,None,57.99
TXN-101993,2026-01-09 09:13:00,success,credit_card,Enterprise,EU,mobile_android,None,594.76
TXN-101994,2026-01-09 09:14:00,success,debit_card,Startup,EU,mobile_ios,None,83.81
TXN-101995,2026-01-09 09:15:00,success,debit_card,SMB,EU,web,None,475.26
TXN-101996,2026-01-09 09:16:00,success,bank_transfer,Startup,US,web,None,26.4
TXN-101997,2026-01-09 09:17:00,success,credit_card,SMB,US,web,None,180.66
TXN-101998,2026-01-09 09:18:00,success,credit_card,SMB,US,mobile_ios,None,381.7
TXN-101999,2026-01-09 09:19:00,success,credit_card,SMB,US,mobile_ios,None,331.85
TXN-102000,2026-01-09 09:20:00,success,credit_card,SMB,EU,mobile_ios,None,263.24
TXN-102001,2026-01-09 09:21:00,success,credit_card,Enterprise,US,web,None,1528.69
TXN-102002,2026-01-09 09:22:00,success,bank_transfer,SMB,EU,mobile_ios,None,339.37
TXN-102003,2026-01-09 09:23:00,success,credit_card,SMB,EU,web,None,287.62
TXN-102004,2026-01-09 09:24:00,success,credit_card,SMB,US,web,None,319.89
TXN-102005,2026-01-09 09:25:00,success,debit_card,Startup,US,mobile_ios,None,72.48
TXN-102006,2026-01-09 09:26:00,success,credit_card,SMB,US,web,None,486.8
TXN-102007,2026-01-09 09:27:00,success,debit_card,SMB,US,web,None,264.34
TXN-102008,2026-01-09 09:28:00,success,credit_card,Enterprise,EU,mobile_ios,None,1134.93
TXN-102009,2026-01-09 09:29:00,success,credit_card,SMB,APAC,web,None,436.26
TXN-102010,2026-01-09 09:30:00,success,credit_card,SMB,EU,web,None,151.93
TXN-102011,2026-01-09 09:31:00,success,credit_card,SMB,EU,mobile_android,None,420.33
TXN-102012,2026-01-09 09:32:00,success,bank_transfer,SMB,US,web,None,256.47
TXN-102013,2026-01-09 09:33:00,success,credit_card,Enterprise,EU,mobile_android,None,915.52
TXN-102014,2026-01-09 09:34:00,success,credit_card,Startup,EU,web,None,24.54
TXN-102015,2026-01-09 09:35:00,success,credit_card,SMB,US,mobile_ios,None,149.09
TXN-102016,2026-01-09 09:36:00,success,credit_card,SMB,LATAM,mobile_android,None,398.11
TXN-102017,2026-01-09 09:37:00,success,crypto,Enterprise,US,mobile_android,None,633.81
TXN-102018,2026-01-09 09:38:00,success,credit_card,Startup,EU,mobile_android,None,49.16
TXN-102019,2026-01-09 09:39:00,success,debit_card,Enterprise,EU,mobile_android,None,2497.28
TXN-102020,2026-01-09 09:40:00,success,bank_transfer,Startup,APAC,web,None,90.0
TXN-102021,2026-01-09 09:41:00,success,debit_card,SMB,LATAM,web,None,133.75
TXN-102022,2026-01-09 09:42:00,success,bank_transfer,SMB,LATAM,mobile_ios,None,432.22
TXN-102023,2026-01-09 09:43:00,success,credit_card,Startup,EU,mobile_android,None,67.55
TXN-102024,2026-01-09 09:44:00,success,credit_card,Startup,EU,mobile_ios,None,47.96
TXN-102025,2026-01-09 09:45:00,failed,credit_card,SMB,US,mobile_ios,User cancelled,408.96
TXN-102026,2026-01-09 09:46:00,success,debit_card,SMB,EU,mobile_ios,None,390.47
TXN-102027,2026-01-09 09:47:00,success,bank_transfer,SMB,APAC,mobile_ios,None,275.2
TXN-102028,2026-01-09 09:48:00,success,credit_card,Startup,EU,mobile_android,None,78.0
TXN-102029,2026-01-09 09:49:00,success,debit_card,SMB,US,web,None,210.38
TXN-102030,2026-01-09 09:50:00,success,credit_card,SMB,US,web,None,495.41
TXN-102031,2026-01-09 09:51:00,success,debit_card,Enterprise,US,mobile_android,None,2133.9
TXN-102032,2026-01-09 09:52:00,success,credit_card,SMB,US,web,None,158.7
TXN-102033,2026-01-09 09:53:00,success,bank_transfer,SMB,US,web,None,288.37
TXN-102034,2026-01-09 09:54:00,success,debit_card,SMB,US,mobile_android,None,307.19
TXN-102035,2026-01-09 09:55:00,success,credit_card,SMB,US,mobile_ios,None,170.97
TXN-102036,2026-01-09 09:56:00,success,credit_card,Enterprise,US,web,None,843.96
TXN-102037,2026-01-09 09:57:00,success,credit_card,SMB,APAC,web,None,217.03
TXN-102038,2026-01-09 09:58:00,success,credit_card,SMB,EU,mobile_ios,None,396.59
TXN-102039,2026-01-09 09:59:00,success,credit_card,SMB,EU,mobile_ios,None,295.32
TXN-102040,2026-01-09 10:00:00,success,crypto,Enterprise,EU,web,None,2432.71
TXN-102041,2026-01-09 10:01:00,success,debit_card,Enterprise,US,mobile_ios,None,1695.8
TXN-102042,2026-01-09 10:02:00,success,credit_card,Enterprise,APAC,web,None,1726.66
TXN-102043,2026-01-09 10:03:00,success,credit_card,Startup,LATAM,web,None,88.96
TXN-102044,2026-01-09 10:04:00,success,crypto,SMB,US,mobile_android,None,283.35
TXN-102045,2026-01-09 10:05:00,success,debit_card,Enterprise,US,web,None,1225.33
TXN-102046,2026-01-09 10:06:00,success,credit_card,SMB,EU,web,None,204.42
TXN-102047,2026-01-09 10:07:00,success,debit_card,SMB,US,web,None,427.16
TXN-102048,2026-01-09 10:08:00,success,credit_card,SMB,LATAM,web,None,462.69
TXN-102049,2026-01-09 10:09:00,success,credit_card,SMB,EU,mobile_android,None,410.03
TXN-102050,2026-01-09 10:10:00,success,credit_card,SMB,US,web,None,380.2
TXN-102051,2026-01-09 10:11:00,success,credit_card,SMB,US,web,None,335.57
TXN-102052,2026-01-09 10:12:00,success,credit_card,Enterprise,EU,mobile_ios,None,2474.46
TXN-102053,2026-01-09 10:13:00,success,bank_transfer,Startup,US,web,None,76.27
TXN-102054,2026-01-09 10:14:00,success,crypto,Startup,APAC,mobile_ios,None,62.19
TXN-102055,2026-01-09 10:15:00,success,debit_card,Startup,US,web,None,45.52
TXN-102056,2026-01-09 10:16:00,success,credit_card,Enterprise,LATAM,web,None,940.63
TXN-102057,2026-01-09 10:17:00,success,credit_card,Startup,US,mobile_android,None,77.5
TXN-102058,2026-01-09 10:18:00,success,debit_card,Startup,EU,web,None,65.68
TXN-102059,2026-01-09 10:19:00,success,credit_card,Startup,US,mobile_ios,None,89.06
TXN-102060,2026-01-09 10:20:00,success,credit_card,SMB,US,mobile_ios,None,254.34
TXN-102061,2026-01-09 10:21:00,failed,credit_card,Startup,EU,web,User cancelled,34.06
TXN-102062,2026-01-09 10:22:00,success,crypto,Enterprise,US,web,None,745.13
TXN-102063,2026-01-09 10:23:00,success,credit_card,SMB,US,mobile_ios,None,467.17
TXN-102064,2026-01-09 10:24:00,success,credit_card,SMB,US,mobile_ios,None,302.92
TXN-102065,2026-01-09 10:25:00,success,debit_card,Startup,EU,web,None,63.78
TXN-102066,2026-01-09 10:26:00,success,credit_card,Startup,EU,mobile_ios,None,53.82
TXN-102067,2026-01-09 10:27:00,success,credit_card,SMB,APAC,mobile_android,None,328.85
TXN-102068,2026-01-09 10:28:00,success,credit_card,SMB,US,web,None,315.16
TXN-102069,2026-01-09 10:29:00,success,credit_card,Enterprise,US,web,None,1322.94
TXN-102070,2026-01-09 10:30:00,success,debit_card,SMB,US,web,None,198.05
TXN-102071,2026-01-09 10:31:00,success,credit_card,SMB,APAC,mobile_ios,None,300.14
TXN-102072,2026-01-09 10:32:00,success,credit_card,Enterprise,APAC,mobile_android,None,1383.01
TXN-102073,2026-01-09 10:33:00,success,crypto,Startup,EU,mobile_android,None,88.28
TXN-102074,2026-01-09 10:34:00,success,crypto,Enterprise,APAC,web,None,1698.91
TXN-102075,2026-01-09 10:35:00,success,crypto,SMB,APAC,mobile_android,None,221.89
TXN-102076,2026-01-09 10:36:00,success,credit_card,Startup,US,mobile_ios,None,84.05
TXN-102077,2026-01-09 10:37:00,success,credit_card,Startup,US,mobile_ios,None,92.02
TXN-102078,2026-01-09 10:38:00,success,bank_transfer,Startup,US,mobile_ios,None,55.11
TXN-102079,2026-01-09 10:39:00,success,debit_card,Enterprise,US,mobile_ios,None,1537.88
TXN-102080,2026-01-09 10:40:00,success,credit_card,Startup,EU,mobile_android,None,50.03
TXN-102081,2026-01-09 10:41:00,success,credit_card,SMB,EU,mobile_ios,None,144.79
TXN-102082,2026-01-09 10:42:00,success,credit_card,Startup,EU,web,None,62.69
TXN-102083,2026-01-09 10:43:00,success,bank_transfer,Startup,US,mobile_ios,None,51.82
TXN-102084,2026-01-09 10:44:00,success,credit_card,Startup,APAC,mobile_ios,None,85.83
TXN-102085,2026-01-09 10:45:00,success,credit_card,Enterprise,US,web,None,1946.34
TXN-102086,2026-01-09 10:46:00,success,credit_card,SMB,EU,web,None,237.8
TXN-102087,2026-01-09 10:47:00,success,debit_card,Startup,LATAM,mobile_ios,None,78.93
TXN-102088,2026-01-09 10:48:00,success,crypto,Startup,US,web,None,38.62
TXN-102089,2026-01-09 10:49:00,success,credit_card,Enterprise,US,web,None,1760.18
TXN-102090,2026-01-09 10:50:00,success,debit_card,Startup,EU,web,None,69.05
TXN-102091,2026-01-09 10:51:00,success,bank_transfer,Enterprise,APAC,web,None,2471.97
TXN-102092,2026-01-09 10:52:00,success,credit_card,SMB,US,mobile_android,None,345.41
TXN-102093,2026-01-09 10:53:00,success,credit_card,SMB,EU,mobile_ios,None,346.15
TXN-102094,2026-01-09 10:54:00,success,credit_card,Enterprise,LATAM,web,None,1423.34
TXN-102095,2026-01-09 10:55:00,success,debit_card,Enterprise,US,web,None,558.56
TXN-102096,2026-01-09 10:56:00,success,debit_card,Startup,US,web,None,59.75
TXN-102097,2026-01-09 10:57:00,success,debit_card,SMB,EU,web,None,267.28
TXN-102098,2026-01-09 10:58:00,success,debit_card,Enterprise,US,web,None,2480.65
TXN-102099,2026-01-09 10:59:00,success,credit_card,Startup,US,mobile_android,None,65.96
TXN-102100,2026-01-09 11:00:00,success,bank_transfer,Startup,APAC,mobile_android,None,33.99
TXN-102101,2026-01-09 11:01:00,success,credit_card,SMB,EU,mobile_android,None,428.25
TXN-102102,2026-01-09 11:02:00,success,credit_card,Enterprise,US,mobile_ios,None,927.07
TXN-102103,2026-01-09 11:03:00,success,debit_card,Enterprise,US,mobile_ios,None,1095.23
TXN-102104,2026-01-09 11:04:00,success,debit_card,Startup,EU,mobile_ios,None,29.9
TXN-102105,2026-01-09 11:05:00,success,credit_card,SMB,EU,mobile_android,None,357.48
