deal_id,customer_id,salesperson_id,deal_value,current_stage,status,created_date,closed_date,date_logic_error,deal_duration_days
D0428,C0174,U003,82951.38,Closed Won,,2026-03-23,,False,
D0429,C0389,U003,1858.57,Closed Lost,lost,,2026-06-06,False,
D0430,C0238,U005,29780.15,Qualified,,2025-11-23,,False,
D0431,C0278,U002,35036.1,Negotiation,open,2026-01-24,,False,
D0432,C0307,U011,20049.01,Proposal Sent,closed,2026-03-19,,False,
D0433,C0428,U008,34434.37,Prospecting,closed,,,False,
D0434,C0337,U006,32364.1,Closed Won,open,,,False,
D0435,C0440,U009,63417.56,Prospecting,won,2025-11-24,,False,
D0436,C0369,U007,13493.88,Qualified,open,,,False,
D0437,C0033,U010,35689.96,Closed Won,open,,2026-01-19,False,
D0438,C0382,U003,,Proposal Sent,open,,,False,
D0439,C0153,U008,20247.44,,,,,False,
D0440,C0421,U011,,Closed Lost,open,2026-05-15,,False,
D0441,C0387,U005,63754.73,Closed Lost,open,,,False,
D0442,C0351,U014,62701.93,Prospecting,lost,,,False,
D0443,C0161,U008,5916.18,Qualified,lost,,,False,
D0444,C0147,U009,17683.54,Prospecting,closed,,,False,
D0445,C0274,U006,58734.55,Negotiation,won,,,False,
D0446,C0007,U003,66530.46,Closed Lost,won,2026-03-24,,False,
D0447,C0253,U004,52721.27,Proposal Sent,closed,,,False,
D0448,C0355,U013,77988.6,Prospecting,lost,2026-04-16,,False,
D0449,C0349,U006,75792.15,Qualified,,,,False,
D0450,C0153,U001,73044.07,Prospecting,won,2026-04-09,,False,
D0451,C0214,U012,3070.34,Prospecting,open,2025-12-05,,False,
D0452,C0401,U011,40668.38,Closed Lost,open,,,False,
D0453,C0006,U013,78328.0,Prospecting,open,2026-01-04,,False,
D0454,C0014,U002,30544.0,Qualified,won,,2026-08-28,False,
D0455,C0034,U002,19619.0,Prospecting,closed,,,False,
D0456,C0367,U002,72583.28,Proposal Sent,closed,2026-01-29,,False,
D0457,C0053,U003,19392.0,Closed Won,lost,,,False,
D0458,C0262,U003,48020.53,Closed Lost,lost,2026-04-14,,False,
D0459,C0303,U012,20360.43,Negotiation,,2026-10-02,,False,
D0460,C0035,U014,2567.62,Closed Lost,lost,,,False,
D0461,C0060,U003,83127.17,Closed Won,lost,2026-02-15,,False,
D0462,C0099,U006,20944.61,Proposal Sent,lost,,,False,
D0463,C0180,U008,24787.37,Closed Won,,,,False,
D0464,C0317,U003,63106.16,Prospecting,open,2026-01-09,,False,
D0465,C0193,U010,26779.84,Negotiation,open,,,False,
D0466,C0400,U008,43074.57,Proposal Sent,won,,,False,
D0467,C0217,U002,72715.0,Closed Won,,,2026-06-06,False,
D0468,C0445,U012,37461.87,Qualified,,2026-06-13,,False,
D0469,C0247,U011,49279.55,,closed,,,False,
D0470,C0132,U008,28260.31,Closed Won,lost,,,False,
D0471,C0409,U012,9628.73,Prospecting,lost,,,False,
D0472,C0123,U004,8592.64,Proposal Sent,won,2026-01-13,,False,
D0473,C0271,U006,56423.61,Prospecting,,2026-07-05,,False,
D0474,C0352,U008,49124.52,Prospecting,lost,,,False,
D0475,C0170,U008,52838.13,Closed Lost,lost,2026-04-04,,False,
D0476,C0424,U014,,,won,2025-11-19,,False,
D0477,C0363,U014,7117.03,Prospecting,lost,2025-12-28,,False,
D0478,C0329,U014,68644.58,Negotiation,closed,2025-11-23,,False,
D0479,C0126,U010,57575.28,Closed Lost,,,,False,
D0480,C0291,U008,23872.65,Proposal Sent,,,,False,
D0481,C0368,U011,18254.11,Prospecting,closed,,,False,
D0482,C0208,U006,,Prospecting,won,,,False,
D0483,C0057,U003,22006.48,Proposal Sent,open,,,False,
D0484,C0214,U011,24271.45,Prospecting,won,,,False,
D0485,C0325,U014,66816.52,Prospecting,,,,False,
D0486,C0436,U002,56395.46,Closed Won,lost,2026-04-14,2026-07-11,False,88.0
D0487,C0372,U009,56962.13,Prospecting,closed,,,False,
D0488,C0445,U002,66061.44,Proposal Sent,open,2025-03-12,,False,
D0489,C0376,U004,10419.0,Closed Won,won,2026-01-03,2026-03-22,False,78.0
D0490,C0028,U008,27926.91,,lost,,,False,
D0491,C0183,U008,55390.7,Closed Won,won,,,False,
D0492,C0349,U013,33621.63,Proposal Sent,won,2026-03-10,,False,
D0493,C0433,U008,78946.87,Closed Won,open,2025-11-30,,False,
D0494,C0221,U011,24382.05,Negotiation,lost,2025-03-11,,False,
D0495,C0424,U006,70337.47,Closed Won,open,,,False,
D0496,C0369,U014,59550.04,,lost,2026-05-21,,False,
D0497,C0002,U007,49580.08,Proposal Sent,won,2025-11-02,,False,
D0498,C0400,U006,23266.77,Closed Lost,,,,False,
D0499,C0186,U003,20244.68,Closed Won,lost,,,False,
D0500,C0232,U004,5656.88,Proposal Sent,open,2026-01-23,,False,
D0501,C0186,U003,61501.72,Prospecting,open,,,False,
D0502,C0249,U002,80495.37,Proposal Sent,won,2026-10-04,,False,
D0503,C0432,U004,17312.0,Proposal Sent,won,2026-06-12,2026-09-09,False,89.0
D0504,C0118,U010,50172.41,Closed Lost,won,2026-01-07,,False,
D0505,C0350,U007,,Proposal Sent,lost,2026-06-18,,False,
D0506,C0118,U008,22680.35,Closed Won,open,,,False,
D0507,C0449,U009,23234.35,Prospecting,open,2025-10-11,,False,
D0508,C0160,U012,23243.9,Closed Lost,lost,,2026-10-03,False,
D0509,C0378,U006,52679.79,Closed Won,won,,,False,
D0510,C0159,U012,72728.31,Closed Lost,open,2026-06-14,,False,
D0511,C0115,U003,23228.7,Prospecting,,2026-05-05,,False,
D0512,C0180,U012,39722.94,,,2026-06-08,,False,
D0513,C0047,U004,71218.63,Negotiation,open,,,False,
D0514,C0295,U004,65532.0,Prospecting,closed,2026-01-28,,False,
D0515,C0342,U002,25237.48,Negotiation,open,,,False,
D0516,C0053,U014,3911.02,Negotiation,open,,,False,
D0517,C0135,U010,56290.43,Prospecting,lost,,,False,
D0518,C0405,U011,63607.3,Negotiation,lost,2026-03-01,,False,
D0519,C0120,U013,72671.0,Closed Won,open,,,False,
D0520,C0060,U005,76961.81,Closed Lost,lost,2026-06-24,2026-08-05,False,42.0
D0521,C0100,U008,23918.03,Closed Lost,lost,,2026-03-25,False,
D0522,C0093,U007,4876.58,Closed Won,open,2026-04-14,,False,
D0523,C0361,U003,55543.32,Closed Lost,closed,2026-05-21,,False,
D0524,C0151,U003,,Qualified,won,,,False,
D0525,C0023,U009,36980.28,Prospecting,closed,,,False,
D0526,C0179,U005,2858.44,Prospecting,closed,2026-01-10,,False,
D0527,C0023,U002,50531.9,Closed Won,won,,2026-10-04,False,
D0528,C0439,U013,8031.41,Qualified,won,2026-01-03,,False,
D0529,C0003,U007,15839.9,Prospecting,open,,,False,
D0530,C0153,U010,8817.53,Closed Won,lost,2026-04-03,,False,
D0531,C0433,U001,55660.04,Proposal Sent,,,,False,
D0532,C0152,U013,36726.92,Closed Lost,open,,,False,
D0533,C0010,U014,26118.42,Closed Lost,won,,,False,
D0534,C0318,U014,63046.04,Closed Won,lost,,,False,
D0535,C0202,U008,20864.13,Closed Lost,,,,False,
D0536,C0279,U002,11264.55,Proposal Sent,lost,2026-05-06,,False,
D0537,C0080,U005,30211.0,Proposal Sent,,,,False,
D0538,C0430,U014,61870.08,Closed Lost,open,,,False,
D0539,C0314,U004,57199.21,Negotiation,open,,,False,
D0540,C0401,U007,18987.65,Closed Lost,won,,,False,
D0541,C0342,U003,4169.5,Qualified,closed,,,False,
D0542,C0283,U004,67037.96,Closed Lost,won,,,False,
D0543,C0430,U012,60484.81,Closed Lost,open,2026-12-01,,False,
D0544,C0382,U002,70271.45,Prospecting,open,2025-11-26,,False,
D0545,C0183,U003,65124.05,Negotiation,,2026-01-24,,False,
D0546,C0169,U014,72357.69,Qualified,open,2026-04-25,,False,
D0547,C0409,U008,,Negotiation,won,2026-06-02,,False,
D0548,C0075,U013,13022.53,Closed Lost,lost,2025-02-11,2025-12-04,False,296.0
D0549,C0401,U011,13656.29,Closed Won,open,2026-02-13,,False,
D0550,C0203,U013,34337.73,Qualified,lost,2025-12-18,,False,
D0551,C0319,U012,35067.24,Closed Lost,won,,2026-04-05,False,
D0552,C0174,U001,52468.49,Proposal Sent,closed,2026-06-07,,False,
D0553,C0315,U013,35276.0,Closed Lost,lost,2026-02-08,,False,
D0554,C0367,U012,,Qualified,closed,,,False,
D0555,C0172,U013,3828.92,Qualified,open,2025-11-02,,False,
D0556,C0153,U012,10721.9,Closed Won,closed,,,False,
D0557,C0024,U013,26379.75,Prospecting,,2025-12-31,,False,
D0558,C0293,U010,26483.33,,won,,,False,
D0559,C0262,U012,28875.22,Proposal Sent,open,,,False,
D0560,C0073,U012,9202.76,Closed Won,lost,2026-01-28,2026-10-02,False,247.0
D0561,C0342,U009,66531.86,Closed Won,closed,2026-05-06,,False,
D0562,C0370,U007,43733.12,Qualified,open,,,False,
D0563,C0059,U012,41025.19,Proposal Sent,,,,False,
D0564,C0059,U010,11592.35,Closed Won,open,,,False,
D0565,C0188,U005,42074.78,Closed Won,won,,,False,
D0566,C0448,U005,69896.94,Proposal Sent,open,,,False,
D0567,C0022,U007,39273.26,Closed Lost,won,,,False,
D0568,C0254,U011,38997.74,Closed Lost,,,,False,
D0569,C0196,U004,5325.95,Closed Won,lost,,,False,
D0570,C0358,U001,55370.83,Negotiation,closed,,,False,
D0571,C0383,U001,43470.34,Closed Lost,won,,,False,
D0572,C0138,U013,38593.16,Proposal Sent,won,,,False,
D0573,C0435,U001,36147.19,Negotiation,lost,,,False,
D0574,C0273,U003,16752.86,Negotiation,open,2025-03-12,,False,
D0575,C0030,U010,3768.79,Negotiation,open,,,False,
D0576,C0450,U006,5832.0,Proposal Sent,lost,2026-01-20,2026-02-07,False,18.0
D0577,C0195,U002,28081.09,Proposal Sent,open,,,False,
D0578,C0320,U004,81950.14,Prospecting,won,,,False,
D0579,C0153,U010,8506.35,Closed Won,,2026-06-19,,False,
D0580,C0084,U013,81043.15,Proposal Sent,closed,2026-06-22,,False,
D0581,C0233,U014,1545.33,Negotiation,open,,,False,
D0582,C0344,U007,,Closed Won,won,,,False,
D0583,C0045,U007,62043.66,Prospecting,open,2026-02-27,,False,
D0584,C0405,U006,24296.6,Negotiation,won,2026-03-01,2026-04-30,False,60.0
D0585,C0166,U001,52333.69,Qualified,open,,,False,
D0586,C0280,U012,8275.92,Closed Lost,lost,,,False,
D0587,C0420,U014,82665.26,Closed Lost,open,2026-02-05,,False,
D0588,C0062,U008,2281.84,Closed Won,won,,2026-07-07,False,
D0589,C0316,U005,82269.26,Proposal Sent,won,,,False,
D0590,C0414,U011,49020.04,Closed Won,open,,2026-06-03,False,
D0591,C0285,U003,63788.78,Prospecting,open,2026-04-30,,False,
D0592,C0369,U013,3430.31,Proposal Sent,won,,2026-08-17,False,
D0593,C0445,U008,57703.83,Prospecting,lost,,,False,
D0594,C0138,U002,42880.49,Closed Lost,,,,False,
D0595,C0024,U005,38979.94,Closed Won,closed,2026-05-12,,False,
D0596,C0408,U001,78069.0,Proposal Sent,lost,2025-12-01,,False,
D0597,C0014,U008,50976.32,Closed Won,open,,,False,
D0598,C0238,U004,70106.42,Negotiation,open,2025-11-03,,False,
D0599,C0313,U008,49841.03,Prospecting,,,,False,
D0600,C0158,U014,6677.19,Prospecting,open,,,False,
D0601,C0218,U002,,Prospecting,open,2026-05-21,,False,
D0602,C0208,U004,33557.32,Prospecting,,,,False,
D0603,C0329,U011,44687.28,Prospecting,,2026-03-25,,False,
D0604,C0034,U010,,Proposal Sent,open,,,False,
D0605,C0122,U003,12161.34,Prospecting,open,,,False,
D0606,C0446,U009,40705.23,Qualified,open,2026-01-08,,False,
D0607,C0332,U011,21321.84,Qualified,open,2025-11-20,,False,
D0608,C0098,U004,30019.59,Proposal Sent,open,2026-12-02,,False,
D0609,C0167,U014,28939.69,Negotiation,won,2026-03-30,,False,
D0610,C0323,U004,53597.0,Proposal Sent,,,,False,
D0611,C0190,U004,31795.23,Closed Won,open,,,False,
D0612,C0222,U004,,Closed Won,open,,,False,
D0613,C0427,U009,17865.0,Proposal Sent,open,2025-11-28,,False,
D0614,C0342,U003,79665.53,Closed Won,open,,2026-02-18,False,
D0615,C0404,U010,11394.19,Closed Won,open,2026-04-20,,False,
D0616,C0191,U012,37366.6,Closed Won,lost,,2026-06-29,False,
D0617,C0148,U013,5947.12,Qualified,lost,,,False,
D0618,C0105,U012,67548.27,Prospecting,,,,False,
D0619,C0326,U013,44828.0,Closed Lost,lost,,,False,
D0620,C0238,U005,19830.0,Closed Won,open,,,False,
D0621,C0448,U007,47471.09,Qualified,lost,,,False,
D0622,C0294,U001,29587.23,Closed Lost,closed,,,False,
D0623,C0137,U007,,Prospecting,open,,,False,
D0624,C0148,U014,47145.43,Closed Lost,closed,2026-05-27,,False,
D0625,C0036,U006,18226.0,Prospecting,closed,,,False,
D0626,C0389,U011,84832.64,Proposal Sent,won,,,False,
D0627,C0390,U005,80475.55,Negotiation,lost,2025-11-29,2026-01-22,False,54.0
D0628,C0385,U003,61899.0,Closed Won,won,,,False,
D0629,C0365,U014,27642.0,Closed Lost,lost,2026-06-01,,False,
D0630,C0430,U009,49721.96,Prospecting,lost,2025-12-17,2026-06-01,False,166.0
D0631,C0171,U004,64344.29,Closed Won,lost,,,False,
D0632,C0286,U013,14333.22,Prospecting,open,,,False,
D0633,C0289,U014,80715.84,Closed Won,lost,,2026-01-17,False,
D0634,C0227,U011,15813.88,Negotiation,open,,,False,
D0635,C0093,U004,,Prospecting,lost,2026-01-02,,False,
D0636,C0261,U001,34157.29,Qualified,lost,2026-08-03,,False,
D0637,C0197,U014,74182.5,Proposal Sent,open,,,False,
D0638,C0290,U005,61350.47,Proposal Sent,closed,2026-06-27,,False,
D0639,C0416,U007,28962.44,Proposal Sent,closed,,,False,
D0640,C0373,U002,30456.28,Negotiation,,2026-12-02,,False,
D0641,C0409,U014,16494.77,Qualified,lost,,,False,
D0642,C0353,U010,21514.55,Prospecting,lost,,,False,
D0643,C0353,U012,35841.73,Proposal Sent,,,,False,
D0644,C0052,U009,15264.0,Negotiation,lost,,,False,
D0645,C0323,U012,63787.45,Closed Lost,lost,2026-01-28,,False,
D0646,C0165,U011,7197.8,Closed Lost,,,,False,
D0647,C0424,U003,52184.0,Qualified,open,,,False,
D0648,C0339,U013,38295.0,Prospecting,won,,,False,
D0649,C0422,U011,34116.64,Closed Lost,open,,,False,
D0650,C0391,U007,77381.0,Proposal Sent,won,,,False,
D0651,C0008,U006,19917.42,Proposal Sent,open,2025-10-31,,False,
D0652,C0022,U007,69604.63,Closed Lost,open,,,False,
D0653,C0273,U007,20906.08,Closed Won,open,2026-01-17,,False,
D0654,C0159,U001,19878.03,Closed Won,won,,,False,
D0655,C0446,U004,43214.6,Closed Won,won,,,False,
D0656,C0303,U006,16140.14,Closed Won,open,,,False,
D0657,C0009,U010,54989.0,Closed Lost,lost,2026-02-13,2026-04-22,False,68.0
D0658,C0384,U002,64730.02,Negotiation,won,,,False,
D0659,C0101,U003,4665.21,Closed Won,won,,,False,
D0660,C0067,U005,44992.88,Negotiation,open,,,False,
D0661,C0115,U014,18685.76,Negotiation,lost,2025-11-27,,False,
D0662,C0307,U014,16826.05,Closed Won,closed,,,False,
D0663,C0026,U011,9161.91,Qualified,won,2026-04-15,,False,
D0664,C0215,U012,61760.0,Closed Lost,won,2026-05-07,2026-05-31,False,24.0
D0665,C0226,U011,8181.33,Proposal Sent,won,2025-12-02,,False,
D0666,C0254,U010,69936.92,Closed Won,open,,,False,
D0667,C0431,U002,14258.69,Negotiation,closed,,,False,
D0668,C0143,U007,7506.96,,,2026-04-30,,False,
D0669,C0003,U001,35280.36,Closed Lost,lost,,,False,
D0670,C0324,U010,84371.45,Prospecting,lost,2026-03-27,,False,
D0671,C0128,U013,54520.81,Closed Won,closed,,,False,
D0672,C0372,U004,4381.38,Proposal Sent,,2026-01-06,,False,
D0673,C0326,U003,80346.15,Proposal Sent,,,,False,
D0674,C0424,U003,65876.18,Prospecting,open,,,False,
D0675,C0041,U009,,Proposal Sent,lost,,,False,
D0676,C0296,U005,10624.38,Closed Won,open,2026-04-02,,False,
D0677,C0105,U012,83916.63,Closed Won,won,,,False,
D0678,C0352,U007,25576.41,Closed Lost,lost,2025-11-10,,False,
D0679,C0245,U003,39130.18,Closed Lost,open,2026-06-24,,False,
D0680,C0409,U013,38300.99,Proposal Sent,won,2026-06-03,,False,
D0681,C0043,U007,30069.69,Prospecting,won,2026-05-18,,False,
D0682,C0134,U013,9586.29,Prospecting,open,,,False,
D0683,C0385,U005,51965.02,Closed Lost,,,,False,
D0684,C0182,U011,6279.67,Closed Won,lost,2025-11-24,,False,
D0685,C0438,U012,51759.42,Closed Won,open,2026-06-17,2026-06-23,False,6.0
D0686,C0347,U011,56629.07,Closed Lost,closed,,,False,
D0687,C0182,U014,38599.56,Prospecting,lost,,2026-11-04,False,
D0688,C0216,U008,52199.01,Prospecting,lost,,2026-04-04,False,
D0689,C0016,U003,71001.57,Closed Lost,open,2026-04-05,,False,
D0690,C0058,U008,19172.01,,won,2026-03-10,,False,
D0691,C0080,U006,61551.11,Closed Won,won,2025-12-07,2026-01-07,False,31.0
D0692,C0320,U012,74307.04,Closed Lost,open,,,False,
D0693,C0173,U007,69005.0,Closed Won,closed,2026-02-10,2026-09-04,False,206.0
D0694,C0375,U010,49332.06,Proposal Sent,open,,,False,
D0695,C0001,U005,17353.12,Prospecting,closed,,,False,
D0696,C0402,U003,34508.58,Closed Lost,won,2026-05-04,,False,
D0697,C0422,U004,51722.36,Closed Lost,,2026-05-25,,False,
D0698,C0253,U012,41436.61,Prospecting,won,,,False,
D0699,C0409,U006,59984.02,Qualified,won,2026-01-24,,False,
D0700,C0151,U014,47253.23,Qualified,open,,,False,
D0701,C0198,U002,59647.0,Closed Lost,won,2026-02-04,2026-11-05,False,274.0
D0702,C0381,U013,56161.94,Prospecting,won,,,False,
D0703,C0105,U004,31745.85,Proposal Sent,open,2026-02-14,,False,
D0704,C0215,U011,9519.99,Qualified,open,2026-02-26,,False,
D0705,C0259,U011,53852.21,Negotiation,lost,,,False,
D0706,C0152,U012,56486.32,Qualified,lost,,,False,
D0707,C0186,U001,8400.19,Prospecting,open,,,False,
D0708,C0296,U010,67828.0,Closed Lost,won,2025-11-12,,False,
D0709,C0049,U006,16938.3,Prospecting,closed,,,False,
D0710,C0270,U013,6838.29,Closed Lost,,2026-06-23,,False,
D0711,C0104,U011,73477.29,Prospecting,open,,,False,
D0712,C0158,U002,49519.27,Prospecting,open,,,False,
D0713,C0017,U002,26431.26,Prospecting,closed,2025-11-15,,False,
D0714,C0023,U009,38650.84,Negotiation,closed,,,False,
D0715,C0178,U010,19021.6,,closed,2025-12-16,,False,
D0716,C0071,U005,51779.0,Proposal Sent,open,2026-05-17,,False,
D0717,C0214,U002,33378.82,,won,2026-03-01,,False,
D0718,C0351,U003,,,won,2026-03-10,2026-03-22,False,12.0
D0719,C0332,U011,36544.0,Closed Lost,open,2026-05-03,,False,
D0720,C0305,U004,45877.76,Prospecting,won,,2025-06-12,False,
D0721,C0168,U013,74049.0,Proposal Sent,open,,,False,
D0722,C0111,U007,16173.57,Prospecting,open,2026-04-03,,False,
D0723,C0176,U012,24133.01,Negotiation,closed,,,False,
D0724,C0380,U007,82328.02,Qualified,lost,2026-03-02,,False,
D0725,C0130,U001,56406.51,Closed Lost,open,,,False,
D0726,C0367,U011,52326.7,Closed Won,won,,2026-03-19,False,
D0727,C0144,U005,80130.03,Closed Won,closed,,,False,
D0728,C0044,U005,54495.5,Closed Won,lost,2026-03-19,,False,
D0729,C0043,U012,79120.68,Negotiation,closed,,,False,
D0730,C0342,U009,43066.73,Qualified,,,,False,
D0731,C0205,U001,61132.37,Proposal Sent,open,2026-06-14,,False,
D0732,C0334,U014,52215.69,Closed Lost,open,,,False,
D0733,C0087,U002,30999.84,Closed Won,open,2026-03-03,,False,
D0734,C0171,U011,72539.88,Proposal Sent,closed,,,False,
D0735,C0107,U001,79080.6,Closed Won,won,2026-01-02,2026-02-13,False,42.0
D0736,C0428,U008,52896.78,Prospecting,lost,2026-05-27,,False,
D0737,C0203,U006,37472.0,Prospecting,open,2026-01-11,,False,
D0738,C0245,U001,40803.34,Qualified,won,2026-01-04,2026-04-02,False,88.0
D0739,C0054,U008,31037.1,Closed Lost,open,2025-11-29,,False,
D0740,C0020,U003,76733.0,Closed Won,lost,,2026-08-02,False,
D0741,C0059,U007,68284.98,Closed Lost,closed,2026-10-03,,False,
D0742,C0066,U002,12031.32,Prospecting,open,,,False,
D0743,C0026,U011,63075.53,Negotiation,lost,2026-05-04,,False,
D0744,C0124,U010,,Qualified,closed,,,False,
D0745,C0124,U011,60489.49,Closed Won,won,,,False,
D0746,C0431,U010,12546.7,Qualified,won,2025-12-02,2025-12-20,False,18.0
D0747,C0100,U002,45335.09,Prospecting,lost,2026-06-01,,False,
D0748,C0031,U009,,Closed Won,open,,,False,
D0749,C0124,U006,4914.24,Prospecting,open,2026-06-27,,False,
D0750,C0141,U010,22563.96,Prospecting,lost,2026-06-29,,False,
D0751,C0345,U009,63397.89,Qualified,lost,,,False,
D0752,C0328,U005,75580.68,Proposal Sent,lost,2025-11-28,,False,
D0753,C0445,U011,78779.3,Proposal Sent,won,,,False,
D0754,C0385,U004,5158.0,,open,,,False,
D0755,C0384,U014,38948.27,,lost,2026-06-25,2026-08-13,False,49.0
D0756,C0253,U013,51529.33,Prospecting,open,2026-01-18,,False,
D0757,C0031,U013,58671.97,Proposal Sent,lost,2026-06-18,2026-08-23,False,66.0
D0758,C0194,U009,24170.0,Closed Won,lost,2026-06-03,,False,
D0759,C0443,U013,43568.78,Closed Lost,,2026-01-03,,False,
D0760,C0135,U009,20198.11,Prospecting,open,2025-12-03,,False,
D0761,C0140,U003,55142.0,Proposal Sent,open,,,False,
D0762,C0328,U006,80526.72,Closed Won,lost,2026-01-11,2026-01-24,False,13.0
D0763,C0148,U006,70298.0,Prospecting,open,2026-06-28,,False,
D0764,C0009,U009,22988.32,Prospecting,lost,2026-04-01,,False,
D0765,C0164,U005,38745.67,Proposal Sent,lost,2025-11-03,,False,
D0766,C0249,U003,17269.8,Closed Lost,open,,,False,
D0767,C0081,U003,13484.12,Closed Won,won,,2026-05-08,False,
D0768,C0069,U012,33052.57,Prospecting,open,2026-01-07,,False,
D0769,C0390,U002,79872.97,Proposal Sent,open,2026-01-01,,False,
D0770,C0053,U009,18393.86,Negotiation,open,2025-04-11,,False,
D0771,C0155,U006,6165.6,Closed Lost,open,2026-04-09,,False,
D0772,C0022,U002,44213.79,,won,2026-05-30,,False,
D0773,C0215,U007,25451.66,Qualified,lost,2026-06-17,,False,
D0774,C0112,U002,52910.68,Negotiation,lost,2026-03-22,2026-04-03,False,12.0
D0775,C0075,U003,29459.0,Closed Won,closed,,,False,
D0776,C0144,U006,56754.6,Prospecting,won,2026-04-17,,False,
D0777,C0394,U011,34115.06,Qualified,lost,,,False,
D0778,C0291,U007,9052.33,Proposal Sent,open,2026-02-01,,False,
D0779,C0249,U007,67757.38,Closed Lost,lost,2026-04-01,2026-06-20,False,80.0
D0780,C0250,U009,45961.62,,,,,False,
D0781,C0265,U010,21138.62,Proposal Sent,open,2025-12-20,,False,
D0782,C0238,U003,77598.72,Prospecting,open,2026-02-16,,False,
D0783,C0072,U014,19097.0,,lost,2026-01-18,,False,
D0784,C0191,U012,6015.96,Prospecting,lost,,,False,
D0785,C0015,U003,21961.32,Closed Won,open,2026-02-04,,False,
D0786,C0236,U012,,Qualified,closed,,,False,
D0787,C0326,U012,14516.59,Prospecting,won,,2026-02-21,False,
D0788,C0080,U001,80678.2,Closed Won,lost,,2026-05-18,False,
D0789,C0154,U012,24197.61,Proposal Sent,lost,2026-04-27,,False,
D0790,C0312,U001,70179.16,Proposal Sent,lost,2026-02-14,,False,
D0791,C0240,U006,6065.08,Closed Won,lost,,,False,
D0792,C0183,U010,21501.0,Negotiation,open,2026-02-25,,False,
D0793,C0383,U005,18344.11,Proposal Sent,closed,2026-03-01,,False,
D0794,C0285,U001,27767.45,Closed Lost,open,,2026-01-03,False,
D0795,C0201,U009,62094.96,Proposal Sent,lost,2026-05-18,2026-07-10,False,53.0
D0796,C0050,U009,50529.16,Qualified,open,2025-12-13,,False,
D0797,C0075,U011,9289.79,Closed Lost,open,2026-03-19,,False,
D0798,C0252,U009,67076.88,Closed Lost,lost,,,False,
D0799,C0360,U013,84750.29,Closed Won,won,,,False,
D0800,C0048,U013,65487.5,Prospecting,open,2026-01-08,,False,
D0801,C0228,U006,7191.51,Qualified,won,2026-01-15,,False,
D0802,C0130,U008,55799.39,Proposal Sent,,,,False,
D0803,C0184,U014,73059.58,Negotiation,lost,,2026-07-12,False,
D0804,C0158,U006,39082.7,Prospecting,lost,2026-04-16,,False,
D0805,C0375,U013,2163.24,Proposal Sent,closed,2025-12-16,,False,
D0806,C0431,U002,57374.07,Proposal Sent,lost,,,False,
D0807,C0054,U002,78107.94,Qualified,open,2026-02-12,,False,
D0808,C0033,U006,19255.04,Negotiation,,,,False,
D0809,C0077,U008,48945.25,Qualified,won,2026-04-06,,False,
D0810,C0399,U007,19159.66,Closed Lost,won,2026-06-02,,False,
D0811,C0042,U003,8322.71,Prospecting,won,,,False,
D0812,C0092,U014,76228.88,Prospecting,open,,,False,
D0813,C0176,U007,59017.0,Closed Lost,,,2026-07-12,False,
D0814,C0197,U014,66886.54,Prospecting,closed,,,False,
D0815,C0311,U003,14067.27,Negotiation,lost,,,False,
D0816,C0132,U009,80267.53,Prospecting,,,,False,
D0817,C0109,U012,66161.1,Proposal Sent,lost,2025-11-27,2026-02-07,False,72.0
D0818,C0008,U006,76370.69,Closed Won,open,2025-03-11,,False,
D0819,C0209,U007,37058.41,Closed Won,lost,2026-05-21,2026-01-08,True,
D0820,C0088,U009,,Qualified,closed,,,False,
D0821,C0355,U010,68795.97,Prospecting,open,,,False,
D0822,C0052,U008,54399.35,,open,,,False,
D0823,C0106,U004,11060.84,Closed Lost,closed,,,False,
D0824,C0209,U014,66813.37,Closed Won,open,,,False,
D0825,C0340,U004,2797.0,Prospecting,lost,,2026-04-02,False,
D0826,C0160,U006,47904.26,Qualified,lost,2026-12-05,2026-06-14,True,
D0827,C0216,U003,76998.31,Closed Won,open,2025-11-02,,False,
D0828,C0254,U002,14780.94,Closed Won,won,2026-05-12,2026-07-24,False,73.0
D0829,C0076,U001,49244.79,,open,2026-12-03,,False,
D0830,C0394,U006,,Qualified,won,2026-05-18,,False,
D0831,C0390,U005,79570.49,Prospecting,won,,,False,
D0832,C0231,U010,,Prospecting,open,2025-11-21,,False,
D0833,C0183,U014,42501.59,Proposal Sent,lost,,,False,
D0834,C0105,U011,54401.58,Closed Won,lost,,,False,
D0835,C0089,U011,82988.98,Prospecting,open,,,False,
D0836,C0003,U003,17602.58,Closed Lost,won,,,False,
D0837,C0108,U014,3963.05,Closed Won,open,2026-01-14,,False,
D0838,C0100,U002,26075.79,Closed Won,closed,,,False,
D0839,C0126,U003,10091.7,Proposal Sent,won,2025-12-29,,False,
D0840,C0218,U008,53513.07,Closed Won,won,,,False,
D0841,C0226,U003,22630.82,Prospecting,closed,,,False,
D0842,C0015,U002,67539.85,Qualified,lost,,2026-08-05,False,
D0843,C0072,U013,2304.36,Negotiation,open,2025-11-05,,False,
D0844,C0402,U006,,Proposal Sent,closed,2025-11-11,,False,
D0845,C0140,U012,64642.8,Prospecting,lost,2026-03-13,,False,
D0846,C0248,U008,11458.13,Prospecting,won,,2026-01-20,False,
D0847,C0010,U005,,Prospecting,open,2026-04-06,,False,
D0848,C0269,U009,2858.74,Prospecting,lost,2026-09-02,2026-05-05,True,
